id	Feature	ProteomeCounts	ExpectedSwitchFrequency	LostNum	GainNum	fc_g	fc_l	fc_m	p_g	adjp_g	p_l	adjp_l	p_m	adjp_m	switches_g	switches_l
PF00352	PF00352|Transcription_factor_TFIID_(or_TATA-binding_protein,_TBP)	44	1.6347700733045762e-4	NA	NA	NA	NA	0.7177541128893147	NA	NA	NA	NA	0.8873700364144479	1.0	NA	NA
PF00354	PF00354|Pentaxin_family	1	3.7153865302376733e-6	NA	NA	NA	NA	1.6570396500616966	NA	NA	NA	NA	4.6339186310075933e-4	1.0	NA	NA
PF00355	PF00355|Rieske_[2Fe-2S]_domain	1	3.7153865302376733e-6	0	53	865.5423214610764	0.0	1.4990493642619476	1.0400381016036237e-134	1.4872544852931819e-131	1.0	1.0	0.21526409385832113	1.0	1	0
PF00357	PF00357|Integrin_alpha_cytoplasmic_region	81	3.0094630894925156e-4	4	0	0.0	0.1600024967787096	0.4537053342065963	1.0	1.0	0.999999959237914	1.0	0.9341438259805328	1.0	0	1
PF00359	PF00359|Phosphoenolpyruvate-dependent_sugar_phosphotransferase_system,_EIIA_2	10	3.715386530237673e-5	NA	NA	NA	NA	0.696891393341332	NA	NA	NA	NA	0.7805598137521885	1.0	NA	NA
PF00362	PF00362|Integrin,_beta_chain	86	3.195232416004399e-4	NA	NA	NA	NA	1.0816874825165679	NA	NA	NA	NA	0.1764984962330767	1.0	NA	NA
PF00364	PF00364|Biotin-requiring_enzyme	88	3.2695401466091524e-4	28	0	0.0	1.0309251781082769	0.7860299473732768	1.0	1.0	0.46130890791182677	1.0	0.8786724402019301	1.0	0	3
PF00365	PF00365|Phosphofructokinase	66	2.4521551099568643e-4	24	0	0.0	1.1782002035523162	0.9882332344637927	1.0	1.0	0.23790040281784378	1.0	0.5559865372342092	1.0	0	1
PF00366	PF00366|Ribosomal_protein_S17	8	2.9723092241901386e-5	NA	NA	NA	NA	0.9736746367473901	NA	NA	NA	NA	0.5829017604033074	1.0	NA	NA
PF00368	PF00368|Hydroxymethylglutaryl-coenzyme_A_reductase	11	4.0869251832614405e-5	NA	NA	NA	NA	0.8106288576805043	NA	NA	NA	NA	0.8093237699731368	1.0	NA	NA
PF00370	PF00370|FGGY_family_of_carbohydrate_kinases,_N-terminal_domain	37	1.3746930161879391e-4	29	20	8.827560647231783	2.5394990873864116	0.7100577352223544	6.012695575208406e-13	8.063024766354473e-10	9.296450645081329e-6	0.009073335829599377	0.9924693801007927	1.0	1	1
PF00373	PF00373|FERM_central_domain	364	0.001352400697006513	147	10	0.4486534944334835	1.308481956829736	0.8407508203309546	0.9987485042513342	1.0	9.865303739694372e-4	0.8770255024588297	0.988265984149307	1.0	1	11
PF00375	PF00375|Sodium:dicarboxylate_symporter_family	48	1.7833855345140832e-4	NA	NA	NA	NA	0.949453961549359	NA	NA	NA	NA	0.6942506185342718	1.0	NA	NA
PF00377	PF00377|Prion/Doppel_alpha-helical_domain	11	4.0869251832614405e-5	NA	NA	NA	NA	1.5522014025556123	NA	NA	NA	NA	0.10478475927229716	1.0	NA	NA
PF00378	PF00378|Enoyl-CoA_hydratase/isomerase_family	102	3.789694260842427e-4	6	0	0.0	0.1905912093981688	0.8349337779648547	1.0	1.0	0.9999999935514047	1.0	0.9714558359003673	1.0	0	1
PF00380	PF00380|Ribosomal_protein_S9/S16	11	4.0869251832614405e-5	NA	NA	NA	NA	0.841806890668216	NA	NA	NA	NA	0.7394566126788449	1.0	NA	NA
PF00382	PF00382|Transcription_factor_TFIIB_repeat	24	8.916927672570416e-5	11	0	0.0	1.4850231732273984	1.499269877554719	1.0	1.0	0.12991891047725335	1.0	0.1015991711930466	1.0	0	1
PF00383	PF00383|Cytidine_and_deoxycytidylate_deaminase_zinc-binding_region	54	2.0063087263283435e-4	88	38	11.49217617593323	5.280082393697417	0.8524589799417087	4.025880947981507e-27	5.55571570821448e-24	1.236787720738204e-34	1.6102976124011415e-31	0.8037780335308653	1.0	1	2
PF00384	PF00384|Molybdopterin_oxidoreductase	10	3.715386530237673e-5	NA	NA	NA	NA	1.235107765513203	NA	NA	NA	NA	0.22400012663155805	1.0	NA	NA
PF00385	PF00385|Chromo_(CHRromatin_Organisation_MOdifier)_domain	219	8.136696501220504e-4	74	0	0.0	1.0948116046707597	0.9426963152117434	1.0	1.0	0.2330457817953958	1.0	0.6802661711976609	1.0	0	2
PF00386	PF00386|C1q_domain	143	5.313002738239873e-4	9	0	0.0	0.20391926599943933	0.9622758799315567	1.0	1.0	0.9999999999707554	1.0	0.6787705633687392	1.0	0	1
PF00387	PF00387|Phosphatidylinositol-specific_phospholipase_C,_Y_domain	108	4.012617452656687e-4	0	21	3.1754697328236556	0.0	1.3889536818983423	6.275825042936195e-6	0.008070711005215947	1.0	1.0	0.0031590926053901287	1.0	1	0
PF00388	PF00388|Phosphatidylinositol-specific_phospholipase_C,_X_domain	112	4.161232913866194e-4	64	21	3.062060099508525	1.8514574627250686	1.0527954481264357	1.070768095886804e-5	0.013695123946392223	4.76923787780545e-6	0.0046929300717605624	0.3342967940106866	1.0	1	1
PF00389	PF00389|D-isomer_specific_2-hydroxyacid_dehydrogenase,_catalytic_domain	44	1.6347700733045762e-4	42	0	0.0	3.09277553432483	0.6451761011546604	1.0	1.0	4.97944031325871e-10	5.422610501138735e-7	0.9975368633257533	1.0	0	2
PF00390	PF00390|Malic_enzyme,_N-terminal_domain	24	8.916927672570416e-5	NA	NA	NA	NA	0.7875467780100437	NA	NA	NA	NA	0.8712685607915233	1.0	NA	NA
PF00393	PF00393|6-phosphogluconate_dehydrogenase,_C-terminal_domain	19	7.059234407451579e-5	NA	NA	NA	NA	0.9493201388277097	NA	NA	NA	NA	0.6122440980322232	1.0	NA	NA
PF00394	PF00394|Multicopper_oxidase	10	3.715386530237673e-5	11	0	0.0	3.564055615745757	1.1701534589686546	1.0	1.0	3.696230633408903e-4	0.3385747260202555	0.40640556592852733	1.0	0	1
PF00396	PF00396|Granulin	77	2.8608476282830083e-4	NA	NA	NA	NA	0.8192296943667696	NA	NA	NA	NA	0.7752014634146072	1.0	NA	NA
PF00397	PF00397|WW_domain	621	0.002307255035277595	283	13	0.341872517819524	1.4765447800557008	0.880677150124992	0.999999178013272	1.0	4.023754439284413e-10	4.401987356577148e-7	0.8633492773972712	1.0	1	15
PF00398	PF00398|Ribosomal_RNA_adenine_dimethylase	16	5.944618448380277e-5	NA	NA	NA	NA	0.9328924530092795	NA	NA	NA	NA	0.6720366710264503	1.0	NA	NA
PF00400	PF00400|WD_domain,_G-beta_repeat	7531	0.027980575959219916	2794	232	0.5030924219614767	1.2020583274457872	0.8497552292381902	1.0	1.0	5.066130217672145e-22	6.241472428172083e-19	0.999999962407363	1.0	7	41
PF00402	PF00402|Calponin_family_repeat	101	3.75254039554005e-4	NA	NA	NA	NA	1.55312830076853	NA	NA	NA	NA	0.043726868698807514	1.0	NA	NA
PF00403	PF00403|Heavy-metal-associated_domain	83	3.083770820097269e-4	NA	NA	NA	NA	0.7946132413791793	NA	NA	NA	NA	0.8565819479581491	1.0	NA	NA
PF00405	PF00405|Transferrin	56	2.080616456933097e-4	34	0	0.0	1.9671735541453852	1.2042499078521702	1.0	1.0	0.00024450107962211397	0.22542999541158906	0.03841315992028768	1.0	0	1
PF00406	PF00406|Adenylate_kinase	86	3.195232416004399e-4	7	0	0.0	0.2637250455625824	0.8185544308534438	1.0	1.0	0.9999981650103356	1.0	0.9460320760719236	1.0	0	2
PF00408	PF00408|Phosphoglucomutase/phosphomannomutase,_C-terminal_domain	33	1.2260775549784321e-4	NA	NA	NA	NA	0.7502419306306206	NA	NA	NA	NA	0.808534915986726	1.0	NA	NA
PF00410	PF00410|Ribosomal_protein_S8	11	4.0869251832614405e-5	NA	NA	NA	NA	0.19315171655801885	NA	NA	NA	NA	0.9943571591912377	1.0	NA	NA
PF00411	PF00411|Ribosomal_protein_S11	22	8.173850366522881e-5	NA	NA	NA	NA	0.6335376303103019	NA	NA	NA	NA	0.9100510370370904	1.0	NA	NA
PF00412	PF00412|LIM_domain	1196	0.004443602290164257	276	328	4.478732274866427	0.7477039753312776	0.9450604945033524	4.521094042923379e-106	6.451601199251662e-103	0.9999998355715829	1.0	0.8365439956934791	1.0	1	10
PF00413	PF00413|Matrixin	77	2.8608476282830083e-4	70	0	0.0	2.945500508880791	1.5357193931871103	1.0	1.0	1.2197699751428283e-14	1.4124936312153952e-11	1.016003736947191e-7	5.146058927637523e-4	0	2
PF00414	PF00414|Neuraxin_and_MAP1B_repeat	5	1.8576932651188365e-5	NA	NA	NA	NA	4.751532227327264	NA	NA	NA	NA	5.59504825247566e-7	0.0028288563964516933	NA	NA
PF00415	PF00415|Regulator_of_chromosome_condensation_(RCC1)_repeat	841	0.003124640071929883	523	0	0.0	2.0149184812831376	0.9494892411696639	1.0	1.0	4.3437737023826698e-47	5.846719403407073e-44	0.7597983092505513	1.0	0	7
PF00416	PF00416|Ribosomal_protein_S13/S18	11	4.0869251832614405e-5	NA	NA	NA	NA	0.9280336381498562	NA	NA	NA	NA	0.6247276333663386	1.0	NA	NA
PF00418	PF00418|Tau_and_MAP_protein,_tubulin-binding_repeat	116	4.309848375075701e-4	21	0	0.0	0.5865608771995368	0.8929417055911145	1.0	1.0	0.9970443374932572	1.0	0.6898126833909868	1.0	0	1
PF00428	PF00428|60s_Acidic_ribosomal_protein	33	1.2260775549784321e-4	NA	NA	NA	NA	0.7682194007303565	NA	NA	NA	NA	0.8445129535133539	1.0	NA	NA
PF00429	PF00429|ENV_polyprotein_(coat_polyprotein)	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PF00431	PF00431|CUB_domain	643	0.002388993538942824	247	42	1.066720781166267	1.2446228433326763	1.1514420436173558	0.3584124442159832	1.0	4.819711775173236e-4	0.4371478580082125	0.003021017247086786	1.0	1	7
PF00432	PF00432|Prenyltransferase_and_squalene_oxidase_repeat	77	2.8608476282830083e-4	36	0	0.0	1.5148288331386923	1.1429802608691013	1.0	1.0	0.011493772719386132	1.0	0.34496370712089214	1.0	0	1
PF00433	PF00433|Protein_kinase_C_terminal_domain	297	0.0011034697994805889	24	35	1.9245271108022157	0.2618222674560703	0.9206898489265565	2.95049357289567e-4	0.3694017953265379	1.0	1.0	0.7422343949128806	1.0	1	3
PF00435	PF00435|Spectrin_repeat	756	0.002808832216859681	226	180	3.8883302850901904	0.9685865429996886	0.7561234325145286	1.8902541581666175e-50	2.6652583630149306e-47	0.6933153179218465	1.0	0.9999999287196304	1.0	1	5
PF00436	PF00436|Single-strand_binding_protein_family	11	4.0869251832614405e-5	NA	NA	NA	NA	1.2958724256347083	NA	NA	NA	NA	0.31943661000713464	1.0	NA	NA
PF00438	PF00438|S-adenosylmethionine_synthetase,_N-terminal_domain	11	4.0869251832614405e-5	NA	NA	NA	NA	0.9746732774004643	NA	NA	NA	NA	0.5756649137117649	1.0	NA	NA
PF00439	PF00439|Bromodomain	417	0.0015493161831091097	10	0	0.0	0.07769905419109999	1.1794981466455672	1.0	1.0	1.0	1.0	0.018650719925287773	1.0	0	1
PF00441	PF00441|Acyl-CoA_dehydrogenase,_C-terminal_domain	128	4.755694758704222e-4	NA	NA	NA	NA	0.874551533774585	NA	NA	NA	NA	0.8775539696255296	1.0	NA	NA
PF00443	PF00443|Ubiquitin_carboxyl-terminal_hydrolase	420	0.0015604623426998228	47	0	0.0	0.3625770864503259	0.846246472527821	1.0	1.0	1.0	1.0	0.9999968401437654	1.0	0	5
PF00444	PF00444|Ribosomal_protein_L36	0	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PF00445	PF00445|Ribonuclease_T2_family	11	4.0869251832614405e-5	NA	NA	NA	NA	0.530897455567292	NA	NA	NA	NA	0.9421834195215943	1.0	NA	NA
PF00446	PF00446|Gonadotropin-releasing_hormone	6	2.229231918142604e-5	NA	NA	NA	NA	2.9037141389222167	NA	NA	NA	NA	0.2913453156707076	1.0	NA	NA
PF00447	PF00447|HSF-type_DNA-binding	44	1.6347700733045762e-4	7	3	1.1134763998212818	0.5154625890541384	0.10987356422240886	0.5049834115829132	1.0	0.9816554871364558	1.0	0.9999997614502996	1.0	1	1
PF00448	PF00448|SRP54-type_protein,_GTPase_domain	20	7.430773060475346e-5	NA	NA	NA	NA	0.6343064866577658	NA	NA	NA	NA	0.9582121782808424	1.0	NA	NA
PF00450	PF00450|Serine_carboxypeptidase	33	1.2260775549784321e-4	NA	NA	NA	NA	0.8947196101137075	NA	NA	NA	NA	0.7954296328068058	1.0	NA	NA
PF00452	PF00452|Apoptosis_regulator_proteins,_Bcl-2_family	108	4.012617452656687e-4	99	0	0.0	2.970046346454797	0.79319060872675	1.0	1.0	3.033280724575985e-20	3.6915026418089735e-17	0.9332799170531665	1.0	0	2
PF00453	PF00453|Ribosomal_protein_L20	11	4.0869251832614405e-5	NA	NA	NA	NA	1.1761218384473426	NA	NA	NA	NA	0.4201267427417179	1.0	NA	NA
PF00454	PF00454|Phosphatidylinositol_3-_and_4-kinase	192	7.133542138056333e-4	89	0	0.0	1.501898436559528	1.1235592876158107	1.0	1.0	1.863656009604979e-4	0.17332000889326307	0.055538742008876874	1.0	0	1
PF00456	PF00456|Transketolase,_thiamine_diphosphate_binding_domain	13	4.8300024893089755e-5	54	9	11.306068059723783	13.458671555962997	0.8063383909379805	1.7292342227512119e-7	2.2549214264675803e-4	3.1897059952911115e-41	4.2359295617465963e-38	0.7909581436108584	1.0	1	2
PF00458	PF00458|WHEP-TRS_domain	60	2.229231918142604e-4	9	0	0.0	0.48600758396533045	1.2514011452657596	1.0	1.0	0.9948201412081298	1.0	0.20124940118001694	1.0	0	1
PF00459	PF00459|Inositol_monophosphatase_family	44	1.6347700733045762e-4	NA	NA	NA	NA	1.1139404574979033	NA	NA	NA	NA	0.2226708957390292	1.0	NA	NA
PF00462	PF00462|Glutaredoxin	34	1.2632314202808088e-4	NA	NA	NA	NA	0.8937051211273851	NA	NA	NA	NA	0.6887292304954364	1.0	NA	NA
PF00464	PF00464|Serine_hydroxymethyltransferase	22	8.173850366522881e-5	NA	NA	NA	NA	0.8633736503288888	NA	NA	NA	NA	0.808465588548487	1.0	NA	NA
PF00465	PF00465|Iron-containing_alcohol_dehydrogenase	11	4.0869251832614405e-5	NA	NA	NA	NA	1.0365568438056443	NA	NA	NA	NA	0.47370609449805184	1.0	NA	NA
PF00466	PF00466|Ribosomal_protein_L10	22	8.173850366522881e-5	NA	NA	NA	NA	0.6612709324468611	NA	NA	NA	NA	0.9340265190915946	1.0	NA	NA
PF00467	PF00467|KOW_motif	55	2.0434625916307202e-4	NA	NA	NA	NA	1.0677600510847784	NA	NA	NA	NA	0.4491793436878431	1.0	NA	NA
PF00468	PF00468|Ribosomal_protein_L34	0	0.0	NA	NA	NA	NA	0.5656585984913408	NA	NA	NA	NA	0.8293023340471601	1.0	NA	NA
PF00471	PF00471|Ribosomal_protein_L33	11	4.0869251832614405e-5	15	8	11.877081598093673	4.418250763321186	0.5399468440144617	5.779438009586136e-7	7.507489974452391e-4	2.9729808255372344e-6	0.002955142940584011	0.8430841682092293	1.0	1	1
PF00472	PF00472|RF-1_domain	33	1.2260775549784321e-4	NA	NA	NA	NA	0.6035433545103914	NA	NA	NA	NA	0.9728578171497754	1.0	NA	NA
PF00473	PF00473|Corticotropin-releasing_factor_family	0	0.0	NA	NA	NA	NA	0.6252016088588505	NA	NA	NA	NA	0.7980010278643856	1.0	NA	NA
PF00474	PF00474|Sodium:solute_symporter_family	36	1.3375391508855625e-4	5	0	0.0	0.45000702219012073	0.9450865847401299	1.0	1.0	0.9859911800976401	1.0	0.732204024616242	1.0	0	1
PF00476	PF00476|DNA_polymerase_family_A	20	7.430773060475346e-5	NA	NA	NA	NA	0.9972053135448977	NA	NA	NA	NA	0.5303889833566973	1.0	NA	NA
PF00478	PF00478|IMP_dehydrogenase_/_GMP_reductase_domain	33	1.2260775549784321e-4	0	2	0.9897567998411395	0.0	0.7212672835781783	0.5995843758254004	1.0	1.0	1.0	0.9931619175682606	1.0	1	0
PF00479	PF00479|Glucose-6-phosphate_dehydrogenase,_NAD_binding_domain	11	4.0869251832614405e-5	NA	NA	NA	NA	0.9316729857504439	NA	NA	NA	NA	0.6393431032877321	1.0	NA	NA
PF00480	PF00480|ROK_family	11	4.0869251832614405e-5	NA	NA	NA	NA	0.6420989496388194	NA	NA	NA	NA	0.8875100303112213	1.0	NA	NA
PF00481	PF00481|Protein_phosphatase_2C	180	6.687695754427811e-4	0	4	0.36291082660841784	0.0	0.9270002853708785	0.9951747379410004	1.0	1.0	1.0	0.8341974787161675	1.0	1	0
PF00483	PF00483|Nucleotidyl_transferase	33	1.2260775549784321e-4	NA	NA	NA	NA	0.7507067645405529	NA	NA	NA	NA	0.9066827715624011	1.0	NA	NA
PF00485	PF00485|Phosphoribulokinase_/_Uridine_kinase_family	26	9.660004978617951e-5	12	0	0.0	1.495407950662555	0.9552905701794324	1.0	1.0	0.11369512768044636	1.0	0.6142407575880388	1.0	0	1
PF00487	PF00487|Fatty_acid_desaturase	52	1.9320009957235902e-4	NA	NA	NA	NA	0.9456396523758058	NA	NA	NA	NA	0.695621702647367	1.0	NA	NA
PF00488	PF00488|MutS_domain_V	33	1.2260775549784321e-4	NA	NA	NA	NA	1.192173073573843	NA	NA	NA	NA	0.12829245833965672	1.0	NA	NA
PF00489	PF00489|Interleukin-6/G-CSF/MGF_family	18	6.687695754427812e-5	NA	NA	NA	NA	0.7978735421650994	NA	NA	NA	NA	0.8255828097515617	1.0	NA	NA
PF00490	PF00490|Delta-aminolevulinic_acid_dehydratase	11	4.0869251832614405e-5	NA	NA	NA	NA	0.59025245059966	NA	NA	NA	NA	0.9596978958808213	1.0	NA	NA
PF00491	PF00491|Arginase_family	3	1.114615959071302e-5	NA	NA	NA	NA	1.1375122785162854	NA	NA	NA	NA	0.2605008677562682	1.0	NA	NA
PF00493	PF00493|MCM2/3/5_family	69	2.5636167058639943e-4	34	0	0.0	1.596546652639733	0.9945027019031779	1.0	1.0	0.0067182750315796305	1.0	0.5354593607239628	1.0	0	1
PF00494	PF00494|Squalene/phytoene_synthase	22	8.173850366522881e-5	NA	NA	NA	NA	0.7439768623163775	NA	NA	NA	NA	0.9012724768964839	1.0	NA	NA
PF00497	PF00497|Bacterial_extracellular_solute-binding_proteins,_family_3	17	6.316157101404044e-5	5	5	4.803231528640824	0.952956046990844	1.6736623174450955	0.004325631889576964	1.0	0.6017063997264569	1.0	1.1141120958463362e-4	0.5577245151806759	1	1
PF00498	PF00498|FHA_domain	161	5.981772313682655e-4	74	23	2.332998171054114	1.489215785235381	1.0903835608704588	2.4199632063949336e-4	0.3034633860819247	7.519802372988613e-4	0.6782861740435729	0.2609137388582912	1.0	2	5
PF00501	PF00501|AMP-binding_enzyme	290	0.0010774620937689253	19	4	0.2252549958259145	0.21227917460554663	0.9787800468277135	0.9999786083028612	1.0	1.0	1.0	0.6887781775621641	1.0	1	4
PF00503	PF00503|G-protein_alpha_subunit	86	3.195232416004399e-4	14	0	0.0	0.5274500911251648	1.0171429860526573	1.0	1.0	0.9971342665012297	1.0	0.41835938426535335	1.0	0	2
PF00505	PF00505|HMG_(high_mobility_group)_box	281	0.0010440236149967862	19	0	0.0	0.2190781517281442	1.0938754976891185	1.0	1.0	1.0	1.0	0.17625541638727946	1.0	0	2
PF00514	PF00514|Armadillo/beta-catenin-like_repeat	507	0.0018837009708305003	245	0	0.0	1.5657049056082308	1.0849295889853823	1.0	1.0	3.6279166029241875e-11	4.026987429245848e-8	0.17248599221807115	1.0	0	5
PF00515	PF00515|Tetratricopeptide_repeat	511	0.001898562516951451	109	19	0.6072187020551805	0.6911262446473715	0.8044197570571636	0.9927892447416258	1.0	0.9999829558989948	1.0	0.9666807810873099	1.0	1	7
PF00520	PF00520|Ion_transport_protein	581	0.002158639574068088	155	18	0.5059514105900489	0.8643852612120048	1.2395370467605764	0.9995756827226523	1.0	0.9704876763683057	1.0	7.024593680412856e-10	3.5684935896497308e-6	3	4
PF00521	PF00521|DNA_gyrase/topoisomerase_IV,_subunit_A	13	4.8300024893089755e-5	NA	NA	NA	NA	0.48796855861555927	NA	NA	NA	NA	0.9997921467456808	1.0	NA	NA
PF00525	PF00525|Alpha_crystallin_A_chain,_N_terminal	10	3.715386530237673e-5	NA	NA	NA	NA	0.36195882618143976	NA	NA	NA	NA	0.9740048581169914	1.0	NA	NA
PF00530	PF00530|Scavenger_receptor_cysteine-rich_domain	391	0.0014527161333229303	61	0	0.0	0.5054810336212303	1.386473118569028	1.0	1.0	0.999999999291868	1.0	3.3886726697031866e-8	1.7177181762725454e-4	0	3
PF00531	PF00531|Death_domain	238	8.842619941965662e-4	35	0	0.0	0.476478023495422	0.862635347238001	1.0	1.0	0.9999997859887209	1.0	0.915535374414622	1.0	0	2
PF00533	PF00533|BRCA1_C_Terminus_(BRCT)_domain	163	6.056080044287408e-4	5	29	2.9055130596563505	0.09938805398064016	0.8374347986860312	7.288725930158314e-7	9.446188805485175e-4	1.0	1.0	0.9012290887250785	1.0	1	1
PF00534	PF00534|Glycosyl_transferases_group_1	40	1.4861546120950692e-4	0	14	5.71584551908258	0.0	1.2791924143547837	3.2910419699348333e-7	4.281645602885218e-4	1.0	1.0	0.12228359935089442	1.0	1	0
PF00535	PF00535|Glycosyl_transferase_family_2	175	6.501926427915928e-4	33	3	0.27995978052649373	0.6109809626992726	1.4086862792017552	0.9984695393696497	1.0	0.9991537462636962	1.0	6.09982660587192e-6	0.030749225920200348	1	2
PF00536	PF00536|SAM_domain_(Sterile_alpha_motif)	493	0.001831685559407173	71	34	1.1262749791295725	0.46661985749206847	0.9222553250776095	0.2667611940159961	1.0	0.9999999999999298	1.0	0.8318276604213612	1.0	3	7
PF00538	PF00538|linker_histone_H1_and_H5_family	54	2.0063087263283435e-4	NA	NA	NA	NA	1.1800051813314496	NA	NA	NA	NA	0.1972458829696497	1.0	NA	NA
PF00542	PF00542|Ribosomal_protein_L7/L12_C-terminal_domain	0	0.0	NA	NA	NA	NA	0.0	NA	NA	NA	NA	1.0	1.0	NA	NA
PF00549	PF00549|CoA-ligase	44	1.6347700733045762e-4	NA	NA	NA	NA	0.6815722457231731	NA	NA	NA	NA	0.9472227564667112	1.0	NA	NA
PF00550	PF00550|Phosphopantetheine_attachment_site	42	1.5604623426998228e-4	0	6	2.3329981710541143	0.0	0.40871797388645525	0.046976585812103754	1.0	1.0	1.0	0.9935482007468703	1.0	1	0
PF00551	PF00551|Formyl_transferase	31	1.1517698243736788e-4	7	6	3.1608362317507352	0.7316243199478093	1.1842942862673693	0.013159190335241931	1.0	0.8401793813921178	1.0	0.20062536790879057	1.0	1	1
PF00554	PF00554|Rel_homology_domain_(RHD)	95	3.5296172037257897e-4	NA	NA	NA	NA	0.8432046605157348	NA	NA	NA	NA	0.9145143901268933	1.0	NA	NA
PF00557	PF00557|Metallopeptidase_family_M24	80	2.9723092241901384e-4	NA	NA	NA	NA	0.948371851002211	NA	NA	NA	NA	0.6988580161655835	1.0	NA	NA
PF00560	PF00560|Leucine_Rich_Repeat	367	0.001363546856597226	NA	NA	NA	NA	1.270320648571266	NA	NA	NA	NA	0.03489485737572686	1.0	NA	NA
PF00561	PF00561|alpha/beta_hydrolase_fold	36	1.3375391508855625e-4	NA	NA	NA	NA	1.1920747433220564	NA	NA	NA	NA	0.1157667023472407	1.0	NA	NA
PF00562	PF00562|RNA_polymerase_Rpb2,_domain_6	33	1.2260775549784321e-4	NA	NA	NA	NA	0.9417451261369351	NA	NA	NA	NA	0.6744609187189916	1.0	NA	NA
PF00564	PF00564|PB1_domain	131	4.867156354611352e-4	60	0	0.0	1.4839926227949023	0.6753987056417974	1.0	1.0	0.0023608931460617636	1.0	0.990836577546317	1.0	0	4
PF00565	PF00565|Staphylococcal_nuclease_homologue	55	2.0434625916307202e-4	NA	NA	NA	NA	1.2304764732122395	NA	NA	NA	NA	0.1695947597366987	1.0	NA	NA
PF00566	PF00566|Rab-GTPase-TBC_domain	386	0.0014341392006717419	107	22	0.9307816537366156	0.8981487302986245	0.8017713030795539	0.6596894060276965	1.0	0.8778280809632613	1.0	0.9999014395408299	1.0	3	9
PF00567	PF00567|Tudor_domain	156	5.79600298717077e-4	NA	NA	NA	NA	0.6480701116007427	NA	NA	NA	NA	0.9991840089634414	1.0	NA	NA
PF00568	PF00568|WH1_domain	76	2.8236937629806316e-4	32	0	0.0	1.364231814639524	0.8789009961159377	1.0	1.0	0.05365818451101963	1.0	0.8069916294626137	1.0	0	3
PF00569	PF00569|Zinc_finger,_ZZ_type	130	4.830002489308975e-4	39	22	2.7637055257102587	0.9720151679306609	1.4214310134541646	3.0902349893447843e-5	0.039400496114146	0.5915221585708983	1.0	0.030158153059538503	1.0	1	2
PF00570	PF00570|HRDC_domain	32	1.1889236896760555e-4	NA	NA	NA	NA	0.9390861948259736	NA	NA	NA	NA	0.6155400933758203	1.0	NA	NA
PF00571	PF00571|CBS_domain	296	0.0010997544129503513	97	0	0.0	1.0617733253296633	0.5792716616595935	1.0	1.0	0.29090056337014475	1.0	0.9998451352460997	1.0	0	3
PF00572	PF00572|Ribosomal_protein_L13	22	8.173850366522881e-5	NA	NA	NA	NA	2.6876482955541388	NA	NA	NA	NA	8.902792764071192e-10	4.521728444871758e-6	NA	NA
PF00573	PF00573|Ribosomal_protein_L4/L1_family	22	8.173850366522881e-5	NA	NA	NA	NA	0.5537916348866274	NA	NA	NA	NA	0.985093880771085	1.0	NA	NA
PF00574	PF00574|Clp_protease	11	4.0869251832614405e-5	NA	NA	NA	NA	0.5338800255423891	NA	NA	NA	NA	0.940559617799528	1.0	NA	NA
PF00575	PF00575|S1_RNA_binding_domain	66	2.4521551099568643e-4	NA	NA	NA	NA	0.8628690485461132	NA	NA	NA	NA	0.8128525482647824	1.0	NA	NA
PF00576	PF00576|HIUase/Transthyretin_family	11	4.0869251832614405e-5	NA	NA	NA	NA	0.4319574752115694	NA	NA	NA	NA	0.9450871214291501	1.0	NA	NA
PF00578	PF00578|AhpC/TSA_family	22	8.173850366522881e-5	NA	NA	NA	NA	1.1074999928356781	NA	NA	NA	NA	0.30902697008066177	1.0	NA	NA
PF00579	PF00579|tRNA_synthetases_class_I_(W_and_Y)	33	1.2260775549784321e-4	25	0	0.0	2.4545837574006586	0.9039071523189335	1.0	1.0	6.23013061352837e-5	0.059123939522384227	0.7655861479636307	1.0	0	1
PF00580	PF00580|UvrD/REP_helicase_N-terminal_domain	11	4.0869251832614405e-5	NA	NA	NA	NA	0.7995366728675685	NA	NA	NA	NA	0.7699982213756813	1.0	NA	NA
PF00581	PF00581|Rhodanese-like_domain	202	7.5050807910801e-4	117	0	0.0	1.8766629479849395	0.6937663198285905	1.0	1.0	4.27601372954509e-10	4.6736830063927833e-7	0.9996476180995586	1.0	0	7
PF00583	PF00583|Acetyltransferase_(GNAT)_family	120	4.458463836285208e-4	79	91	12.384331958012256	2.1330332851811726	0.8320223957797134	2.7792109724505576e-65	3.952038002824693e-62	1.4028536077577598e-9	1.5108733355551072e-6	0.899784910549303	1.0	2	5
PF00584	PF00584|SecE/Sec61-gamma_subunits_of_protein_translocation_complex	11	4.0869251832614405e-5	NA	NA	NA	NA	2.199783438577437	NA	NA	NA	NA	0.080618805743011	1.0	NA	NA
PF00586	PF00586|AIR_synthase_related_protein,_N-terminal_domain	43	1.5976162080021995e-4	65	0	0.0	4.8977508461622445	0.9812300594605738	1.0	1.0	2.5104820577170362e-24	3.1431235362617295e-21	0.5632486582725114	1.0	0	2
