Feature	TotalMutations	TotalLength	ExpectedMutFrequency	fc_m	p_m	adjp_m	H_m	Frame_Shift_Del	Frame_Shift_Ins	In_Frame_Del	In_Frame_Ins	Missense_Mutation	Nonsense_Mutation	Nonstop_Mutation	Frame_Shift_Del_out	Frame_Shift_Ins_out	Nonsense_Mutation_out
PF01532|Glycosyl_hydrolase_family_47	104	20182	0.000734390588447289	0.713722760569328	0.9998820266599	1	0.933026887481954	6	5	0	0	88	5	0	8	6	9
PF01534|Frizzled/Smoothened_family_membrane_region	176	7884	0.000286886106397702	3.09190727650767	1.16193100952528e-36	5.11482030393028e-33	0.933117371049073	4	3	1	1	156	11	0	7	5	13
PF01535|PPR_repeat	4	1024	3.72617165082759e-05	0.541028874467029	0.936574103396104	1	0.580279210851812	0	0	0	0	4	0	0	10	3	7
PF01536|Adenosylmethionine_decarboxylase	12	3575	0.000130088512223717	0.464906490171388	0.999124648224161	1	0.975664137553483	0	0	0	0	12	0	0	0	0	0
PF01541|GIY-YIG_catalytic_domain	1	803	2.92198812071734e-05	0.172482430714271	0.99696570646794	1	0	1	0	0	0	0	0	0	1	0	0
PF01545|Cation_efflux_family	110	12456	0.000453253848463949	1.22313528460112	0.0221069504855645	1	0.93211873862724	5	1	2	0	95	6	1	9	1	12
PF01546|Peptidase_family_M20/M25/M40	61	9234	0.00033601043968498	0.91495634651041	0.77250249608877	1	0.949626269193175	4	0	0	0	54	3	0	5	1	5
PF01553|Acyltransferase	88	18127	0.000659612436665544	0.672383653334431	0.999971206859721	1	0.946294108519576	5	0	2	0	73	8	0	13	1	11
PF01554|MatE	21	4603	0.000167495782312103	0.631885993729035	0.990553952730334	1	0.934286946859371	2	0	0	0	18	1	0	4	0	1
PF01556|DnaJ_C_terminal_domain	21	5240	0.000190675189944693	0.555070845254723	0.998891473882501	1	0.843629852441559	1	0	0	0	20	0	0	6	1	6
PF01557|Fumarylacetoacetate_(FAA)_hydrolase_family	31	7645	0.000278189279986103	0.56162264849841	0.999847104102471	1	0.9610799407689	4	1	1	0	23	2	0	4	2	4
PF01562|Reprolysin_family_propeptide	234	22464	0.000817428905900302	1.44274366524541	7.0286500669784e-08	0.000296890178829168	0.951808562658283	9	5	2	2	202	14	0	13	5	16
PF01564|Spermine/spermidine_synthase	15	5236	0.000190529636364582	0.396782062252366	0.999991724243815	1	0.946287461288959	1	0	0	0	12	2	0	1	0	2
PF01565|FAD_binding_domain	12	5266	0.000191621288215411	0.315617300106858	0.999999743866162	1	0.988109091574121	1	1	0	0	8	2	0	1	1	2
PF01566|Natural_resistance-associated_macrophage_protein	24	7285	0.000265089457776162	0.456291201746798	0.999996324221719	1	0.905157022456405	5	1	1	0	16	1	0	5	1	1
PF01569|PAP2_superfamily	99	12224	0.000444811740817543	1.12171431564892	0.138347873142349	1	0.917315941550214	1	0	1	0	92	5	0	7	2	11
PF01571|Aminomethyltransferase_folate-binding_domain	32	9934	0.000361482316204309	0.446155480132263	0.999999950135445	1	0.945891634395895	1	0	0	0	30	1	0	1	0	8
PF01575|MaoC_like_domain	9	1276	4.64315920552344e-05	0.976904801545482	0.57203570824962	1	0.946265187221801	1	0	0	0	8	0	0	1	0	0
PF01576|Myosin_tail	708	32401	0.00117902038728969	3.02646219065461	3.05080724567336e-137	1.35821938577378e-133	0.891580137244112	19	1	12	0	612	62	2	55	17	107
PF01582|TIR_domain	126	18142	0.000660158262590958	0.961935143578904	0.680191268319088	1	0.878893099142418	7	1	1	0	108	9	0	30	17	51
PF01583|Adenylylsulphate_kinase	10	1240	4.51216098342403e-05	1.11696283760935	0.406379506130986	1	0.973976031629121	2	0	0	0	7	1	0	2	0	1
PF01585|G-patch_domain	30	7666	0.000278953436281682	0.542016926155333	0.999925550835679	1	0.786338232033576	1	1	0	0	26	2	0	26	12	29
PF01588|Putative_tRNA_binding_domain	6	2057	7.48509285718003e-05	0.403996281566046	0.996906468648254	1	0.920782221161602	0	0	0	0	6	0	0	0	0	1
PF01590|GAF_domain	64	6525	0.000237434277555176	1.35850070180349	0.0110211102385043	1	0.941157198034765	1	0	0	0	59	4	0	5	0	8
PF01591|6-phosphofructo-2-kinase	35	7584	0.000275969587889418	0.63919023143784	0.998223767513204	1	0.929162025595015	3	0	1	0	29	2	0	3	0	2
PF01592|NifU-like_N_terminal_domain	3	1342	4.88332261270568e-05	0.309620101036273	0.996430730909447	1	1	0	0	0	0	3	0	0	0	0	0
PF01593|Flavin_containing_amine_oxidoreductase	119	41990	0.00152794870720948	0.392519734026282	1	1	0.943899459243087	6	2	1	0	104	6	0	8	5	6
PF01594|Domain_of_unknown_function_DUF20	7	2596	9.44642734916837e-05	0.373468313961832	0.999377858261961	1	0.754445012014942	1	0	0	0	6	0	0	1	0	2
PF01595|Domain_of_unknown_function_DUF21	13	5283	0.00019223989093088	0.340818492187445	0.999999227943658	1	0.957526140346302	1	1	0	0	10	1	0	2	1	1
PF01596|O-methyltransferase	7	3795	0.000138093959129792	0.255473977086934	0.999999064109141	1	0.916516443199602	1	0	0	0	6	0	0	1	0	0
PF01597|Glycine_cleavage_H-protein	3	1731	6.29883117927984e-05	0.240040540491437	0.999658026634593	1	0.579380164285695	0	1	0	1	1	0	0	1	1	0
PF01599|Ribosomal_protein_S27a	3	506	1.84125278839723e-05	0.821166354922289	0.706588327937135	1	1	0	0	0	0	3	0	0	1	0	0
PF01602|Adaptin_N_terminal_region	222	64146	0.00233416998744127	0.479340145819072	1	1	0.957262749089273	9	6	0	0	191	16	0	10	6	17
PF01603|Protein_phosphatase_2A_regulatory_B_subunit_(B56_family)	75	21997	0.000800435525422406	0.472235049768921	0.999999999999957	1	0.944180847619707	6	1	0	0	60	8	0	10	2	9
PF01607|Chitin_binding_Peritrophin-A_domain	5	276	1.00431970276212e-05	2.5091194178181	0.0519986616992414	1	0.698970004336019	0	0	0	0	5	0	0	0	2	10
PF01608|I/LWEQ_domain	28	5906	0.000214909861033083	0.656636466674511	0.992941346398956	1	0.889876493171535	2	0	0	0	24	2	0	8	5	13
PF01612|3'-5'_exonuclease	19	5134	0.000186818020071766	0.512575856137053	0.999594799010585	1	0.952576385976388	1	0	0	0	17	1	0	4	1	3
PF01619|Proline_dehydrogenase	21	3388	0.000123283882353553	0.858492098327847	0.785051952698184	1	0.857911363700036	2	1	0	0	17	1	0	2	1	3
PF01624|MutS_domain_I	6	2530	9.20626394198613e-05	0.328466541968916	0.999734293965914	1	0.861654166907052	1	0	0	0	3	2	0	2	1	3
PF01625|Peptide_methionine_sulfoxide_reductase	8	306	1.11348488784496e-05	3.62100370885123	0.002029110974601	1	0.819448371872804	0	0	0	0	7	1	0	0	0	1
PF01630|Hyaluronidase	41	9937	0.000361591481389392	0.571464130663775	0.99996842121516	1	0.936447059764676	1	1	0	0	35	4	0	1	1	4
PF01632|Ribosomal_protein_L35	1	660	2.40163407182247e-05	0.209853624035696	0.991479527504942	1	0	0	0	0	0	1	0	0	0	0	0
PF01633|Choline/ethanolamine_kinase	41	7972	0.000290088285160132	0.712323013849214	0.990688921927423	1	0.96466094160297	0	0	0	0	36	5	0	0	0	5
PF01636|Phosphotransferase_enzyme_family	15	6270	0.000228155236823134	0.331347827424783	0.999999945743887	1	0.898092790408256	0	0	0	0	13	2	0	0	1	2
PF01641|SelR_domain	22	1320	4.80326814364494e-05	2.30838986439266	0.000375866624181797	1	0.866741993321445	0	0	0	0	21	1	0	1	0	2
PF01648|4'-phosphopantetheinyl_transferase_superfamily	6	1309	4.76324090911456e-05	0.634851299603786	0.909085743371707	1	0.969723899868247	0	0	0	0	5	1	0	0	0	2
PF01650|Peptidase_C13_family	17	5368	0.000195332904508227	0.438628476468053	0.999969802385216	1	0.923967457346186	1	0	0	0	13	3	0	1	0	3
PF01652|Eukaryotic_initiation_factor_4E	25	4972	0.000180923100077293	0.69641689392377	0.976692947196826	1	0.945866297400412	0	0	0	0	21	4	0	0	0	5
PF01655|Ribosomal_protein_L32	2	1199	4.36296856381082e-05	0.231031512699849	0.998320589174803	1	1	0	0	0	0	2	0	0	0	0	0
PF01658|Myo-inositol-1-phosphate_synthase	5	1243	4.52307750193231e-05	0.557133515139016	0.944174116142276	1	0.960229717860761	0	0	0	0	5	0	0	0	0	0
PF01661|Macro_domain	43	11422	0.000415628248005397	0.521418827712577	0.999999341841376	1	0.936174946355429	3	0	0	0	39	1	0	8	3	8
PF01663|Type_I_phosphodiesterase_/_nucleotide_pyrophosphatase	146	15630	0.000568750614281594	1.29376168983235	0.00155455336935095	1	0.936349854566934	4	5	0	0	130	7	0	4	5	10
PF01667|Ribosomal_protein_S27	3	594	2.16147066464022e-05	0.699512080118987	0.801227113206345	1	1	0	0	0	1	2	0	0	0	0	0
PF01669|Myelin_basic_protein	1	506	1.84125278839723e-05	0.27372211830743	0.97409641147156	1	0	0	0	0	0	1	0	0	3	0	0
PF01694|Rhomboid_family	37	11174	0.000406603926038549	0.458620502859468	0.999999980849953	1	0.914810808237536	2	2	0	0	32	1	0	4	6	5
PF01699|Sodium/calcium_exchanger_protein	109	9294	0.000338193743386637	1.62436730289735	1.62644286338321e-06	0.00682455425475593	0.890416830878469	10	3	2	1	87	6	0	23	11	16
PF01702|Queuine_tRNA-ribosyltransferase	23	3102	0.000112876801375656	1.02694326655766	0.477189144442787	1	0.919023165666822	1	0	0	0	22	0	0	1	0	1
PF01704|UTP--glucose-1-phosphate_uridylyltransferase	38	8083	0.000294127397008197	0.651135579712391	0.998137889962529	1	0.929475962416059	2	0	1	0	32	3	0	4	0	3
PF01712|Deoxynucleoside_kinase	38	6556	0.000238562317801032	0.802795742955347	0.927681140483946	1	0.863904976522212	1	12	2	0	23	0	0	1	13	1
PF01713|Smr_domain	1	869	3.16215152789958e-05	0.159382499267617	0.998115916489749	1	0	0	0	0	0	1	0	0	4	1	3
PF01715|IPP_transferase	13	3014	0.000109674622613226	0.597393528276799	0.983000553198794	1	0.957713559837711	0	0	0	0	13	0	0	0	0	0
PF01722|BolA-like_protein	9	1485	5.40367666160055e-05	0.839414496142784	0.742376902287047	1	0.968392514041222	1	0	0	0	8	0	0	1	0	0
PF01725|Ham1_family	9	1958	7.12484774640666e-05	0.636634589771213	0.941995539499151	1	0.935944697445866	0	0	0	0	8	1	0	0	0	1
PF01728|FtsJ-like_methyltransferase	42	9259	0.00033692014956067	0.628268977024462	0.999541045814613	1	0.887281611667634	4	0	1	0	33	4	0	6	1	4
PF01729|Quinolinate_phosphoribosyl_transferase,_C-terminal_domain	5	1700	6.18602715469424e-05	0.407362917245763	0.993730042085234	1	1	0	0	0	0	5	0	0	0	0	0
PF01731|Arylesterase	18	1955	7.11393122789837e-05	1.27522304529108	0.181102653195817	1	0.95381247222489	1	0	1	0	16	0	0	1	0	1
PF01733|Nucleoside_transporter	32	13574	0.000493936074104821	0.3265145527946	0.999999999999997	1	0.950775660946941	2	0	0	0	29	1	0	2	0	1
PF01734|Patatin-like_phospholipase	38	9577	0.000348491659179451	0.549559245151431	0.999983378946247	1	0.949043188605397	2	0	0	0	34	2	0	4	1	2
PF01735|Lysophospholipase_catalytic_domain	65	9820	0.000357334039171161	0.916773978730281	0.773992365526726	1	0.8362665015655	1	3	0	0	59	2	0	8	4	2
PF01740|STAS_domain	98	7447	0.000270984377770635	1.82265776858182	3.96314884956315e-08	0.000167839353778999	0.932226226296363	7	5	0	0	80	6	0	14	7	19
PF01743|Poly_A_polymerase_head_domain	5	1353	4.92334984723606e-05	0.511838107404137	0.966058872621185	1	0.960964047443681	2	0	1	0	2	0	0	2	0	0
PF01746|tRNA_(Guanine-1)-methyltransferase	10	3685	0.000134091235676754	0.375857237078859	0.999924414362125	1	0.815051229768675	0	0	0	0	10	0	0	5	0	3
PF01747|ATP-sulfurylase	19	1792	6.52080038894828e-05	1.46850694498194	0.0674065767205454	1	0.861578087930795	0	1	0	0	18	0	0	2	1	1
PF01749|Importin_beta_binding_domain	21	1961	7.13576426491494e-05	1.48320817395959	0.0525899931540023	1	0.970044980668935	0	1	0	0	18	2	0	0	1	2
PF01751|Toprim_domain	15	4588	0.000166949956386689	0.45282277200379	0.999848758043335	1	0.926991963829221	4	0	0	0	10	1	0	5	2	3
PF01753|MYND_finger	33	4868	0.000177138706994421	0.938909599732428	0.664131785371616	1	0.863799737973949	1	0	0	0	26	6	0	9	4	20
PF01754|A20-like_zinc_finger	15	781	2.84193365165659e-05	2.66011636101587	0.000766428768015069	1	0.926991963829221	1	0	0	0	13	1	0	6	5	7
PF01755|Glycosyltransferase_family_25_(LPS_biosynthesis_protein)	26	4199	0.000152794870720948	0.857606141570027	0.807435494212655	1	0.933577088393314	0	0	0	0	22	4	0	2	1	5
PF01756|Acyl-CoA_oxidase	24	4472	0.000162728902563486	0.743309795332161	0.944672690833099	1	0.88051380221855	2	0	0	0	22	0	0	5	1	0
PF01758|Sodium_Bile_acid_symporter_family	51	1991	7.24492944999778e-05	3.5478015997195	5.52599877500941e-14	2.38723147080406e-10	0.910878318170044	2	1	1	0	44	3	0	3	1	4
PF01759|UNC-6/NTR/C345C_module	49	6805	0.000247623028162907	0.997305834138782	0.526527882936809	1	0.855066190788479	2	7	0	0	34	6	0	12	11	21
PF01762|Galactosyltransferase	102	8551	0.00031115716588112	1.65212793475419	1.6909994733651e-06	0.00709374279076659	0.939825411426376	9	2	0	0	88	3	0	13	4	6
PF01764|Lipase_(class_3)	8	1452	5.28359495800943e-05	0.763104087402531	0.820224387271435	1	0.827832488075948	1	0	0	0	7	0	0	2	3	2
PF01765|Ribosome_recycling_factor	4	1782	6.48441199392066e-05	0.310894257830661	0.998833278238815	1	1	0	0	0	0	4	0	0	0	0	0
PF01769|Divalent_cation_transporter	19	5922	0.000215492075353525	0.444370895881058	0.999983853394266	1	0.938947430675234	0	0	0	0	19	0	0	4	0	0
PF01770|Reduced_folate_carrier	47	12163	0.000442592048720859	0.53520179376694	0.999999315356777	1	0.931299083263737	3	1	1	0	41	1	0	3	1	1
PF01773|Na+_dependent_nucleoside_transporter_N-terminus	12	568	2.06686083756843e-05	2.92612799711745	0.00112738496610341	1	0.891754149468158	0	1	0	0	11	0	0	2	1	2
PF01776|Ribosomal_L22e_protein_family	23	1311	4.77051858812008e-05	2.42988406778174	0.000137743841827165	0.567780116011574	0.868036412305082	11	3	0	0	7	2	0	11	3	2
PF01777|Ribosomal_L27e_protein_family	3	924	3.36228770055146e-05	0.449686337219349	0.962095897838083	1	0.91829583405449	0	0	0	0	3	0	0	0	0	0
PF01778|Ribosomal_L28e_protein_family	10	1166	4.24288686021969e-05	1.18785070208885	0.336475825698337	1	0.984858661787547	0	0	0	0	9	1	0	0	0	1
PF01780|Ribosomal_L37ae_protein_family	2	968	3.52239663867295e-05	0.286164032775949	0.992635067414857	1	1	0	0	0	1	1	0	0	0	0	0
PF01781|Ribosomal_L38e_protein_family	1	737	2.68182471353509e-05	0.187928618539429	0.995113312838164	1	0	0	0	0	0	1	0	0	0	0	0
PF01783|Ribosomal_L32p_protein_family	4	550	2.00136172651872e-05	1.00729739537134	0.560850022639935	1	1	0	0	0	0	4	0	0	0	0	0
PF01784|NIF3_(NGG1p_interacting_factor_3)	13	3586	0.000130488784569021	0.502103763030193	0.998086534212419	1	0.969987031426616	0	0	0	0	12	1	0	0	0	1
PF01791|DeoC/LacD_family_aldolase	9	2400	8.73321480662716e-05	0.519387719488348	0.989563125809322	1	0.945530556036326	0	0	0	0	7	2	0	0	0	3
PF01794|Ferric_reductase_like_transmembrane_component	85	11408	0.000415118810475011	1.03197653474777	0.400343735278983	1	0.92886663704275	4	0	0	0	75	6	0	9	0	14
PF01795|MraW_methylase_family	4	2189	7.96541967154452e-05	0.253089797831995	0.999890642912487	1	0.946394630357186	1	0	0	0	2	1	0	1	0	1
PF01798|Putative_snoRNA_binding_domain	15	2194	7.98361386905833e-05	0.946923827690698	0.617523455119747	1	0.839843011580564	1	0	1	0	10	3	0	2	0	4
PF01799|[2Fe-2S]_binding_domain	4	666	2.42346710883904e-05	0.831852203384741	0.707067744192257	1	0.75	0	0	0	0	4	0	0	0	1	1
PF01803|LIM-domain_binding_protein	15	3421	0.000124484699389465	0.607293445762464	0.985698236461507	1	0.910971521326466	1	0	0	0	14	0	0	1	0	1
PF01805|Surp_module	18	4396	0.000159963384541387	0.567120348849879	0.996850891509692	1	0.860331987618044	1	0	0	0	16	1	0	14	2	6
PF01808|AICARFT/IMPCHase_bienzyme	13	3597	0.000130889056914325	0.500568277516339	0.998170412856408	1	0.83560933849394	1	1	0	0	11	0	0	1	1	1
PF01812|5-formyltetrahydrofolate_cyclo-ligase_family	16	4105	0.000149374361588352	0.539842696666736	0.997646878923658	1	0.946394630357186	0	1	0	0	13	2	0	0	1	2
PF01813|ATP_synthase_subunit_D	10	194	7.05934863535695e-06	7.13935009605976	2.25779015803211e-06	0.0094646563424706	0.975614963150836	1	1	0	0	8	0	0	1	1	0
PF01814|Hemerythrin_HHE_cation_binding_domain	2	1430	5.20354048894868e-05	0.193711037571412	0.999628475487341	1	1	0	0	0	0	2	0	0	0	0	0
PF01821|Anaphylotoxin-like_domain	8	1656	6.02591821657274e-05	0.669098511418161	0.908579599560125	1	0.801879687409855	0	0	0	0	6	2	0	1	2	3
PF01822|WSC_domain	28	4060	0.000147736883812109	0.955195805955582	0.620677636813413	1	0.857345024925654	1	1	0	0	26	0	0	2	1	3
PF01823|MAC/Perforin_domain	116	2783	0.000101268903361847	5.77304831339306	9.30628895957777e-49	4.12082475130103e-45	0.907807856434157	7	1	0	0	95	13	0	11	16	23
PF01825|Latrophilin/CL-1-like_GPS_domain	61	6810	0.000247804970138046	1.24063243813174	0.0567769819563036	1	0.828845794400266	0	3	0	0	51	7	0	32	27	45
PF01826|Trypsin_Inhibitor_like_cysteine_rich_domain	85	5686	0.000206904414127008	2.07048686394698	1.35288792680959e-09	5.76871411991608e-06	0.820185601629733	6	4	1	0	70	4	0	191	114	150
PF01833|IPT/TIG_domain	256	25092	0.000913057608032869	1.41307461808828	9.32593237721304e-08	0.000393834124289707	0.866272274815832	11	15	2	0	213	15	0	130	86	199
PF01834|XRCC1_N_terminal_domain	5	300	1.09165185082839e-05	2.30838986439266	0.0688706207148338	1	0.960964047443681	0	0	0	0	4	1	0	0	0	1
PF01835|MG2_domain	13	1999	7.27404016601987e-05	0.900722408317295	0.682784211249287	1	0.980723940941842	0	0	0	0	13	0	0	0	0	0
PF01839|FG-GAP_repeat	28	3452	0.000125612739635321	1.1234342329605	0.294410661185507	1	0.848704021020466	4	0	0	0	24	0	0	13	7	10
PF01840|TCL1/MTCP1_family	28	111	4.03911184806506e-06	34.9377925421591	3.07139320421196e-33	1.34987731325116e-29	0.909465789129725	2	0	0	0	26	0	0	2	0	0
PF01841|Transglutaminase-like_superfamily	48	3181	0.000115751484582837	2.08996001554569	3.40781517484041e-06	0.0142617065067071	0.907502656794749	1	1	0	1	45	0	0	6	1	11
PF01842|ACT_domain	8	228	8.2965540662958e-06	4.85976813556349	0.000314082452556097	1	0.979569764547061	1	0	1	0	5	1	0	1	0	1
PF01843|DIL_domain	22	5816	0.000211634905480598	0.523912417640699	0.999734215212002	1	0.812296437344155	0	0	0	0	21	1	0	9	0	21
PF01844|HNH_endonuclease	0	80	2.91107160220905e-06	0	1	1	NA	0	0	0	0	0	0	0	1	0	2
PF01846|FF_domain	32	8074	0.000293799901452949	0.54893591028411	0.99993460424911	1	0.770281953111478	3	3	0	0	23	3	0	33	24	37
PF01847|von_Hippel-Lindau_disease_tumour_suppressor_protein	214	1705	6.20422135220804e-05	17.3840034362473	4.14503248284546e-180	1.8478554808525e-176	0.128985576677311	50	19	3	0	103	39	0	50	19	39
PF01849|NAC_domain	11	2321	8.44574648590901e-05	0.656414179448149	0.945025053898481	1	0.836601996196306	0	1	1	0	9	0	0	2	1	2
PF01851|Proteasome/cyclosome_repeat	4	737	2.68182471353509e-05	0.751714474157717	0.777204165584123	1	0.534310780662033	0	0	0	0	4	0	0	16	8	6
PF01852|START_domain	94	21220	0.000772161742485951	0.613540001657615	0.99999989488391	1	0.96521146804408	6	4	1	0	75	8	0	15	9	13
PF01853|MOZ/SAS_family	34	10186	0.000370652191751268	0.462312519473888	0.999999907402753	1	0.943022374959114	2	2	1	0	28	1	0	3	4	2
PF01857|Retinoblastoma-associated_protein_B_domain	18	2182	7.93994779502519e-05	1.14255776972689	0.317882704805157	1	0.793364588905311	3	2	1	0	10	2	0	20	24	25
PF01858|Retinoblastoma-associated_protein_A_domain	36	2305	8.38752505386483e-05	2.16317661912717	2.61614802192871e-05	0.108517819949603	0.88078533011652	8	3	0	0	17	8	0	16	11	18
PF01866|Putative_diphthamide_synthesis_protein	23	6820	0.000248168854088322	0.467093550273001	0.999989026712132	1	0.949126159003958	1	0	0	0	22	0	0	1	0	1
PF01869|BadF/BadG/BcrA/BcrD_ATPase_family	15	2981	0.000108473805577315	0.696930854731094	0.941957653511348	1	0.908063094245335	0	0	0	0	15	0	0	0	0	0
PF01871|AMMECR1	18	1922	6.99384952430725e-05	1.29711813399795	0.164134637852148	1	0.968427591125381	1	1	0	0	16	0	0	1	1	0
PF01873|Domain_found_in_IF2B/IF5	9	2695	9.80667245994174e-05	0.462534518282759	0.997076449607974	1	0.982567593073363	0	0	1	0	7	1	0	1	0	1
PF01875|Memo-like_protein	14	3113	0.00011327707372096	0.622887081943409	0.977694859019392	1	0.954644448337665	1	1	0	0	10	2	0	1	1	2
PF01876|RNase_P_subunit_p30	4	1615	5.87672579695952e-05	0.343042456628011	0.997024607914147	1	0.946394630357186	0	0	0	0	4	0	0	0	0	0
PF01878|EVE_domain	3	1782	6.48441199392066e-05	0.233170693372996	0.999750356506055	1	0.91829583405449	1	0	0	0	2	0	0	1	0	0
PF01883|Domain_of_unknown_function_DUF59	2	726	2.64179747900471e-05	0.381552043701266	0.966976489315828	1	1	0	0	0	0	2	0	0	0	0	0
PF01885|RNA_2'-phosphotransferase,_Tpt1_/_KptA_family	5	1903	6.92471157375478e-05	0.363908018559011	0.997814680973097	1	0.864973520717927	0	0	0	0	5	0	0	0	0	0
PF01896|Eukaryotic_and_archaeal_DNA_primase_small_subunit	11	2002	7.28495668452815e-05	0.761007647601975	0.852533238406928	1	0.973214633425146	1	0	0	0	8	2	0	1	0	2
PF01900|Rpp14/Pop5_family	6	2156	7.84533796795339e-05	0.385445431902299	0.998120355582186	1	0.896240625180289	0	0	0	0	4	2	0	1	0	2
PF01902|ATP-binding_region	12	2508	9.12620947292538e-05	0.662695654849566	0.947710178126806	1	0.960225238422717	0	0	0	0	12	0	0	0	0	0
PF01909|Nucleotidyltransferase_domain	24	6559	0.000238671482986115	0.50679698196759	0.999932668149787	1	0.890820477438534	2	0	0	0	20	2	0	5	0	6
PF01912|eIF-6_family	12	2200	8.00544690607489e-05	0.755473046528506	0.867163692498017	1	0.883633370779725	0	0	0	0	11	1	0	0	0	1
PF01916|Deoxyhypusine_synthase	12	3443	0.000125285244080072	0.482730381168374	0.998462749056809	1	0.951328275106965	0	0	0	0	9	3	0	0	0	3
PF01918|Alba	1	671	2.44166130635284e-05	0.206413400690849	0.992130067893842	1	0	0	0	0	0	1	0	0	0	0	0
PF01920|Prefoldin_subunit	24	2282	8.30383174530132e-05	1.45665267516452	0.0480488238452057	1	0.963847135551883	0	0	0	0	22	2	0	0	0	2
PF01922|SRP19_protein	1	1100	4.00272345303745e-05	0.125912174421418	0.999644577281253	1	0	0	0	0	0	1	0	0	0	0	0
PF01923|Cobalamin_adenosyltransferase	3	1859	6.76460263563328e-05	0.223512735659321	0.999845175877478	1	0.91829583405449	0	0	0	0	2	1	0	0	0	1
PF01926|50S_ribosome-binding_GTPase	49	12375	0.000450306388466713	0.548417470813286	0.999998807265548	1	0.920952171675067	1	2	1	0	45	0	0	9	6	4
PF01927|Mut7-C_RNAse_domain	2	1017	3.70069977430826e-05	0.272376385179075	0.994600706746784	1	0.5	0	0	0	0	2	0	0	1	0	1
PF01928|CYTH_domain	5	2024	7.3650111535889e-05	0.342152647884287	0.998855385170811	1	0.864973520717927	0	0	0	0	5	0	0	0	0	0
PF01929|Ribosomal_protein_L14	3	801	2.91471044171181e-05	0.518739295369136	0.927634428634199	1	0.91829583405449	0	0	0	0	3	0	0	0	0	0
PF01931|Protein_of_unknown_function_DUF84	2	910	3.3113439475128e-05	0.30440305904079	0.989391417981587	1	1	0	0	0	0	2	0	0	0	0	0
PF01936|NYN_domain	4	1507	5.4837311306613e-05	0.367626786631876	0.9946228818404	1	0.405639062229566	1	0	0	0	3	0	0	2	0	1
PF01937|Protein_of_unknown_function_DUF89	24	3990	0.000145189696160176	0.833103108953741	0.838847920699636	1	0.897129554294471	1	1	0	0	22	0	0	1	1	2
PF01938|TRAM_domain	2	792	2.88196088618696e-05	0.349756040059493	0.977929170543878	1	1	0	0	0	0	2	0	0	0	0	1
PF01940|Integral_membrane_protein_DUF92	9	2904	0.000105671899160189	0.429246049163924	0.99887088712927	1	0.946265187221801	1	0	0	0	7	1	0	1	0	1
PF01951|Archease_protein_family_(MTH1598/TM1083)	9	1496	5.44370389613093e-05	0.83324233072997	0.749888696320617	1	0.886682880001534	0	0	0	0	8	1	0	0	0	1
PF01956|Integral_membrane_protein_DUF106	13	3773	0.000137293414439184	0.477218153783799	0.999118279640023	1	0.957713559837711	0	1	0	0	12	0	0	0	1	0
PF01958|Domain_of_unknown_function_DUF108	7	384	1.39731436906035e-05	2.52480141417947	0.0233078139190988	1	0.591672778582327	0	0	0	0	7	0	0	0	0	0
PF01963|TraB_family	23	5986	0.000217820932635292	0.532171402081835	0.999714970280833	1	0.934123832963064	1	0	0	0	21	1	0	2	0	1
PF01965|DJ-1/PfpI_family	17	4785	0.000174118470207129	0.492070566704391	0.999650826431469	1	0.943488349907413	1	0	0	0	16	0	0	1	0	0
PF01966|HD_domain	6	1705	6.20422135220804e-05	0.487401965502262	0.983274340488618	1	0.959147917027245	0	0	0	0	5	1	0	1	0	1
PF01968|Hydantoinase/oxoprolinase	12	3289	0.00011968143124582	0.505333141490639	0.99708650578587	1	0.884861668999043	0	0	0	0	12	0	0	0	0	0
PF01974|tRNA_intron_endonuclease,_catalytic_C-terminal_domain	5	1892	6.88468433922441e-05	0.366023762852958	0.9976838415913	1	0.960964047443681	0	0	0	0	4	1	0	1	0	1
PF01979|Amidohydrolase_family	146	13438	0.000488987252381066	1.5047994651049	2.15266998699599e-06	0.00902614525547419	0.926136337384049	4	1	0	0	138	3	0	5	2	5
PF01980|Uncharacterised_protein_family_UPF0066	2	1331	4.84329537817531e-05	0.208119296564327	0.999288600808118	1	1	0	0	0	0	2	0	0	0	0	0
PF01981|Peptidyl-tRNA_hydrolase_PTH2	6	1265	4.60313197099306e-05	0.656933083937831	0.892176165303776	1	0.969723899868247	0	1	0	0	5	0	0	0	1	0
PF01984|Double-stranded_DNA-binding_domain	4	1144	4.16283239115894e-05	0.484277593928529	0.964481991881319	1	0.946394630357186	1	0	0	0	3	0	0	1	0	0
PF01991|ATP_synthase_(E/31_kDa)_subunit	13	4356	0.000158507848740283	0.413348047343038	0.999932568912229	1	0.884514765676856	0	0	0	0	11	2	0	0	0	2
PF01992|ATP_synthase_(C/AC39)_subunit	34	3330	0.000121173355441952	1.41414874575406	0.0320342418282127	1	0.923601180021851	1	0	1	0	28	4	0	1	0	4
PF01997|Translin_family	16	1980	7.2049022154674e-05	1.11921932819038	0.360165319505999	1	0.968546354076522	0	0	0	0	13	3	0	0	0	3
PF02002|TFIIE_alpha_subunit	6	535	1.9467791339773e-05	1.5533090676287	0.193797048667113	1	0.959147917027245	0	0	0	0	5	1	0	0	0	1
