id	Feature	ProteomeCounts	ExpectedSwitchFrequency	LostNum	GainNum	fc_g	fc_l	fc_m	p_g	adjp_g	p_l	adjp_l	p_m	adjp_m	H_g	H_l	switches_g	switches_l	patients_g	patients_l
PF01531	PF01531|Glycosyl_transferase_family_11	4	1.59242008041721e-05	NA	NA	NA	NA	3.94582197795768	NA	NA	NA	NA	5.12906965436398e-11	2.19011274241342e-07	NA	NA	NA	NA	NA	NA
PF01532	PF01532|Glycosyl_hydrolase_family_47	46	0.00018312830924798	NA	NA	NA	NA	0.748741726911449	NA	NA	NA	NA	0.999135731584062	1	NA	NA	NA	NA	NA	NA
PF01534	PF01534|Frizzled/Smoothened_family_membrane_region	24	9.55452048250328e-05	NA	NA	NA	NA	3.24361239624157	NA	NA	NA	NA	3.54178946486804e-39	1.55909572243491e-35	NA	NA	NA	NA	NA	NA
PF01535	PF01535|PPR_repeat	40	0.000159242008041721	NA	NA	NA	NA	0.567574576792625	NA	NA	NA	NA	0.920682814270801	1	NA	NA	NA	NA	NA	NA
PF01536	PF01536|Adenosylmethionine_decarboxylase	11	4.37915522114734e-05	NA	NA	NA	NA	0.487717230743202	NA	NA	NA	NA	0.998217799174811	1	NA	NA	NA	NA	NA	NA
PF01541	PF01541|GIY-YIG_catalytic_domain	11	4.37915522114734e-05	9	0	0	1.24498171112499	0.180945319625046	1	1	0.301216659351575	1	0.996020552131708	1	NaN	0	0	1	0	9
PF01545	PF01545|Cation_efflux_family	40	0.000159242008041721	34	0	0	1.29339766655763	1.28314868998718	1	1	0.0837583488604516	1	0.0065921865180155	1	NaN	0.430551867010439	0	2	0	34
PF01546	PF01546|Peptidase_family_M20/M25/M40	28	0.000111469405629205	118	0	0	6.41264389301681	0.959848883603383	1	1	4.46069327902435e-54	7.14603063299701e-51	0.642400954561765	1	NaN	1	0	2	0	118
PF01549	PF01549|ShK_domain-like	17	6.76778534177316e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PF01553	PF01553|Acyltransferase	137	0.000545403877542896	132	0	0	1.46610984959731	0.705374307165238	1	1	2.03079922804206e-05	0.0229683392691557	0.999777404273398	1	NaN	1	0	5	0	132
PF01554	PF01554|MatE	29	0.000115450455830248	88	0	0	4.61740343436394	0.662889620864035	1	1	1.58616843305481e-30	2.35546012308639e-27	0.981820253755532	1	NaN	1	0	2	0	88
PF01556	PF01556|DnaJ_C_terminal_domain	69	0.000274692463871969	NA	NA	NA	NA	0.582305520007091	NA	NA	NA	NA	0.997385222655231	1	NA	NA	NA	NA	NA	NA
PF01557	PF01557|Fumarylacetoacetate_(FAA)_hydrolase_family	33	0.00013137465663442	NA	NA	NA	NA	0.589178788937381	NA	NA	NA	NA	0.999494102565881	1	NA	NA	NA	NA	NA	NA
PF01562	PF01562|Reprolysin_family_propeptide	180	0.000716589036187746	236	0	0	1.99504476671634	1.51353220478033	1	1	1.05976398262115e-21	1.49956603540893e-18	1.70198193586584e-09	7.23001926355807e-06	NaN	0.985827739955402	0	9	0	236
PF01564	PF01564|Spermine/spermidine_synthase	22	8.75831044229468e-05	28	0	0	1.93663821730554	0.416250262582827	1	1	0.00101705416122503	1	0.999974543831761	1	NaN	0	0	1	0	28
PF01565	PF01565|FAD_binding_domain	43	0.000171185158644851	66	0	0	2.33554708598641	0.331103133290343	1	1	1.0012117625495e-09	1.22948804441079e-06	0.999999088105344	1	NaN	0	0	1	0	66
PF01566	PF01566|Natural_resistance-associated_macrophage_protein	21	8.36020542219037e-05	NA	NA	NA	NA	0.478679231271639	NA	NA	NA	NA	0.99998519165821	1	NA	NA	NA	NA	NA	NA
PF01569	PF01569|PAP2_superfamily	91	0.000362275568294916	55	0	0	0.91967513459172	1.17675147858576	1	1	0.750023851260179	1	0.0614090437703248	1	NaN	1	0	5	0	55
PF01571	PF01571|Aminomethyltransferase_folate-binding_domain	56	0.00022293881125841	39	17	2.6265537042869	1.05971657554091	0.468046198216749	0.000409739279299593	0.639193275707365	0.380141018447379	1	0.999999664866594	1	1	NaN	2	0	56	0
PF01575	PF01575|MaoC_like_domain	11	4.37915522114734e-05	NA	NA	NA	NA	1.02483685339358	NA	NA	NA	NA	0.515284160982911	1	NA	NA	NA	NA	NA	NA
PF01576	PF01576|Myosin_tail	63	0.000250806162665711	30	0	0	0.724592530284385	3.17495623266287	1	1	0.972817844033837	1	2.97845973759362e-147	1.32630812115044e-143	NaN	0	0	1	0	30
PF01582	PF01582|TIR_domain	130	0.000517536526135595	30	0	0	0.351148687753202	1.00913270582201	1	1	0.999999999998622	1	0.471231295913481	1	NaN	0	0	1	0	30
PF01583	PF01583|Adenylylsulphate_kinase	8	3.18484016083443e-05	NA	NA	NA	NA	1.17176686821703	NA	NA	NA	NA	0.351460537779348	1	NA	NA	NA	NA	NA	NA
PF01585	PF01585|G-patch_domain	186	0.000740475337394005	228	23	1.06989284349194	1.86524141666755	0.568611107457261	0.401111214918954	1	8.73181387368848e-18	1.19625850069532e-14	0.999740646811111	1	NaN	1	0	5	0	251
PF01588	PF01588|Putative_tRNA_binding_domain	22	8.75831044229468e-05	NA	NA	NA	NA	0.423818449175242	NA	NA	NA	NA	0.995025615008697	1	NA	NA	NA	NA	NA	NA
PF01590	PF01590|GAF_domain	47	0.000187109359449023	0	54	9.94079900095566	0	1.42515584155868	9.8577412977291e-35	1.67581602061395e-31	1	1	0.00422124694738378	1	0	NaN	1	0	54	0
PF01591	PF01591|6-phosphofructo-2-kinase	35	0.000139336757036506	28	0	0	1.21731545087777	0.670552242624199	1	1	0.172694333485991	1	0.995168233242445	1	NaN	0	0	1	0	28
PF01592	PF01592|NifU-like_N_terminal_domain	11	4.37915522114734e-05	NA	NA	NA	NA	0.324811680310534	NA	NA	NA	NA	0.994846434754264	1	NA	NA	NA	NA	NA	NA
PF01593	PF01593|Flavin_containing_amine_oxidoreductase	109	0.000433934471913691	16	0	0	0.223360633188581	0.411778802272221	1	1	1	1	1	1	NaN	0.920619835714305	0	3	0	16
PF01594	PF01594|Domain_of_unknown_function_DUF20	11	4.37915522114734e-05	0	8	6.29249229690123	0	0.391792620035587	5.51079171369046e-05	0.0871256169934462	1	1	0.998856624738549	1	0	NaN	1	0	8	0
PF01595	PF01595|Domain_of_unknown_function_DUF21	32	0.000127393606433377	NA	NA	NA	NA	0.357540827477921	NA	NA	NA	NA	0.999997358884662	1	NA	NA	NA	NA	NA	NA
PF01596	PF01596|O-methyltransferase	22	8.75831044229468e-05	NA	NA	NA	NA	0.268008864719996	NA	NA	NA	NA	0.999997439099394	1	NA	NA	NA	NA	NA	NA
PF01597	PF01597|Glycine_cleavage_H-protein	20	7.96210040208607e-05	41	0	0	3.11937084287428	0.251818183117699	1	1	6.23377692662291e-10	7.68624695052605e-07	0.999438144187031	1	NaN	1	0	2	0	41
PF01599	PF01599|Ribosomal_protein_S27a	11	4.37915522114734e-05	6	0	0	0.829987807416659	0.861457065171416	1	1	0.72758658308139	1	0.675901180035112	1	NaN	0	0	1	0	6
PF01602	PF01602|Adaptin_N_terminal_region	125	0.000497631275130379	240	3	0.20765224579774	2.92155708210664	0.502859076922622	0.999936472358628	1	2.3190733763169e-45	3.6502214943228e-42	1	1	NaN	1	0	5	0	243
PF01603	PF01603|Protein_phosphatase_2A_regulatory_B_subunit_(B56_family)	55	0.000218957761057367	NA	NA	NA	NA	0.495405367750985	NA	NA	NA	NA	0.999999999997818	1	NA	NA	NA	NA	NA	NA
PF01607	PF01607|Chitin_binding_Peritrophin-A_domain	6	2.38863012062582e-05	3	0	0	0.760822156798604	2.6322299213571	1	1	0.753444188110313	1	0.0440423944243907	1	NaN	0	0	1	0	3
PF01608	PF01608|I/LWEQ_domain	40	0.000159242008041721	0	10	2.1630442270598	0	0.688854481281669	0.02011503988499	1	1	1	0.984767001426629	1	0	NaN	1	0	10	0
PF01612	PF01612|3'-5'_exonuclease	33	0.00013137465663442	34	0	0	1.56775474734258	0.537725504775873	1	1	0.00865000648887619	1	0.998991820922772	1	NaN	0	0	1	0	34
PF01619	PF01619|Proline_dehydrogenase	11	4.37915522114734e-05	NA	NA	NA	NA	0.900614204497389	NA	NA	NA	NA	0.712407555641772	1	NA	NA	NA	NA	NA	NA
PF01624	PF01624|MutS_domain_I	22	8.75831044229468e-05	56	0	0	3.87327643461108	0.344582826068566	1	1	9.10329247813829e-17	1.23713744777899e-13	0.999500838844891	1	NaN	0	0	1	0	56
PF01625	PF01625|Peptide_methionine_sulfoxide_reductase	2	7.96210040208607e-06	NA	NA	NA	NA	3.79866906297809	NA	NA	NA	NA	0.00151235259934178	1	NA	NA	NA	NA	NA	NA
PF01630	PF01630|Hyaluronidase	30	0.000119431506031291	9	0	0	0.456493294079163	0.599503145618939	1	1	0.997507981346817	1	0.999859022906638	1	NaN	0	0	1	0	9
PF01632	PF01632|Ribosomal_protein_L35	11	4.37915522114734e-05	NA	NA	NA	NA	0.22015013887714	NA	NA	NA	NA	0.989352276487002	1	NA	NA	NA	NA	NA	NA
PF01633	PF01633|Choline/ethanolamine_kinase	43	0.000171185158644851	16	0	0	0.566193232966403	0.747273301306497	1	1	0.995234370064924	1	0.977867235535096	1	NaN	0	0	1	0	16
PF01636	PF01636|Phosphotransferase_enzyme_family	33	0.00013137465663442	NA	NA	NA	NA	0.347605482437589	NA	NA	NA	NA	0.999999764671443	1	NA	NA	NA	NA	NA	NA
PF01641	PF01641|SelR_domain	11	4.37915522114734e-05	NA	NA	NA	NA	2.42165152764854	NA	NA	NA	NA	0.00019856101717271	0.812114560236383	NA	NA	NA	NA	NA	NA
PF01648	PF01648|4'-phosphopantetheinyl_transferase_superfamily	11	4.37915522114734e-05	NA	NA	NA	NA	0.666000420132523	NA	NA	NA	NA	0.884860905208	1	NA	NA	NA	NA	NA	NA
PF01650	PF01650|Peptidase_C13_family	22	8.75831044229468e-05	NA	NA	NA	NA	0.460149880439923	NA	NA	NA	NA	0.99991132826147	1	NA	NA	NA	NA	NA	NA
PF01652	PF01652|Eukaryotic_initiation_factor_4E	31	0.000123412556232334	NA	NA	NA	NA	0.730586744061304	NA	NA	NA	NA	0.957390347922585	1	NA	NA	NA	NA	NA	NA
PF01655	PF01655|Ribosomal_protein_L32	11	4.37915522114734e-05	NA	NA	NA	NA	0.242367125369328	NA	NA	NA	NA	0.997587885698032	1	NA	NA	NA	NA	NA	NA
PF01658	PF01658|Myo-inositol-1-phosphate_synthase	11	4.37915522114734e-05	NA	NA	NA	NA	0.584469395249043	NA	NA	NA	NA	0.9280293282813	1	NA	NA	NA	NA	NA	NA
PF01661	PF01661|Macro_domain	105	0.000418010271109519	262	0	0	3.79686485869018	0.547002358722922	1	1	3.03590598170841e-70	5.00620896383717e-67	0.999995628694794	1	NaN	0	0	1	0	262
PF01663	PF01663|Type_I_phosphodiesterase_/_nucleotide_pyrophosphatase	74	0.000294597714877185	193	0	0	3.96861287194948	1.3572403955343	1	1	5.21009719286003e-55	8.35699589734748e-52	0.000246130615986451	1	NaN	1	0	3	0	193
PF01667	PF01667|Ribosomal_protein_S27	11	4.37915522114734e-05	NA	NA	NA	NA	0.733833796257132	NA	NA	NA	NA	0.774529218032321	1	NA	NA	NA	NA	NA	NA
PF01669	PF01669|Myelin_basic_protein	11	4.37915522114734e-05	NA	NA	NA	NA	0.287152355057139	NA	NA	NA	NA	0.969269632220299	1	NA	NA	NA	NA	NA	NA
PF01693	PF01693|Caulimovirus_viroplasmin	5	1.99052510052152e-05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PF01694	PF01694|Rhomboid_family	78	0.000310521915681357	35	0	0	0.682789115075671	0.481122820062623	1	1	0.99315670927476	1	0.999999845661834	1	NaN	1	0	2	0	35
PF01699	PF01699|Sodium/calcium_exchanger_protein	66	0.00026274931326884	85	0	0	1.95969343417822	1.7040672466991	1	1	1.4975939069214e-08	1.80310306393337e-05	1.89426037058462e-07	0.000795399929608484	NaN	0.160823020822469	0	2	0	85
PF01702	PF01702|Queuine_tRNA-ribosyltransferase	11	4.37915522114734e-05	NA	NA	NA	NA	1.07733046684558	NA	NA	NA	NA	0.388645207482912	1	NA	NA	NA	NA	NA	NA
PF01704	PF01704|UTP--glucose-1-phosphate_uridylyltransferase	22	8.75831044229468e-05	NA	NA	NA	NA	0.683083692074559	NA	NA	NA	NA	0.994786518545396	1	NA	NA	NA	NA	NA	NA
PF01712	PF01712|Deoxynucleoside_kinase	44	0.000175166208845894	8	2	0.393280768556327	0.27666260247222	0.842185095033353	0.962365262990614	1	0.999998793491875	1	0.873567644513599	1	1	NaN	2	0	10	0
PF01713	PF01713|Smr_domain	11	4.37915522114734e-05	NA	NA	NA	NA	0.167202637121878	NA	NA	NA	NA	0.997473351293478	1	NA	NA	NA	NA	NA	NA
PF01715	PF01715|IPP_transferase	11	4.37915522114734e-05	49	0	0	6.77823376056938	0.626704774905726	1	1	1.72424769067026e-24	2.4811924268745e-21	0.972300073734761	1	NaN	0	0	1	0	49
PF01722	PF01722|BolA-like_protein	22	8.75831044229468e-05	NA	NA	NA	NA	0.880600555508558	NA	NA	NA	NA	0.691438230983024	1	NA	NA	NA	NA	NA	NA
PF01725	PF01725|Ham1_family	11	4.37915522114734e-05	NA	NA	NA	NA	0.667871207829524	NA	NA	NA	NA	0.92009401039388	1	NA	NA	NA	NA	NA	NA
PF01728	PF01728|FtsJ-like_methyltransferase	49	0.000195071459851109	NA	NA	NA	NA	0.659095134428589	NA	NA	NA	NA	0.998427768833328	1	NA	NA	NA	NA	NA	NA
PF01729	PF01729|Quinolinate_phosphoribosyl_transferase,_C-terminal_domain	10	3.98105020104304e-05	9	0	0	1.36947988223749	0.427350269585036	1	1	0.217028733894326	1	0.990638952771019	1	NaN	0	0	1	0	9
PF01731	PF01731|Arylesterase	23	9.15641546239898e-05	NA	NA	NA	NA	1.3377921482662	NA	NA	NA	NA	0.136280620816056	1	NA	NA	NA	NA	NA	NA
PF01733	PF01733|Nucleoside_transporter	43	0.000171185158644851	NA	NA	NA	NA	0.342535062110298	NA	NA	NA	NA	0.999999999999942	1	NA	NA	NA	NA	NA	NA
PF01734	PF01734|Patatin-like_phospholipase	55	0.000218957761057367	43	0	0	1.18964919063054	0.576523492016149	1	1	0.145651556870815	1	0.999924490797851	1	NaN	0	0	1	0	43
PF01735	PF01735|Lysophospholipase_catalytic_domain	33	0.00013137465663442	23	3	0.786561537112653	1.06053997614351	0.961755698353288	0.733387263824484	1	0.417126901950768	1	0.639732999799426	1	NaN	1	0	2	0	26
PF01740	PF01740|STAS_domain	48	0.000191090409650066	2	0	0	0.0634018463998837	1.91208687828298	1	1	0.999999999999352	1	4.25283728448545e-09	1.80405357607873e-05	NaN	0	0	1	0	2
PF01743	PF01743|Poly_A_polymerase_head_domain	11	4.37915522114734e-05	NA	NA	NA	NA	0.536951558236926	NA	NA	NA	NA	0.954692123201944	1	NA	NA	NA	NA	NA	NA
PF01746	PF01746|tRNA_(Guanine-1)-methyltransferase	22	8.75831044229468e-05	8	0	0	0.553325204944439	0.394298756197862	1	1	0.975496389816259	1	0.999825750556848	1	NaN	0	0	1	0	8
PF01747	PF01747|ATP-sulfurylase	8	3.18484016083443e-05	NA	NA	NA	NA	1.54055956557998	NA	NA	NA	NA	0.0466518351396136	1	NA	NA	NA	NA	NA	NA
PF01749	PF01749|Importin_beta_binding_domain	21	8.36020542219037e-05	NA	NA	NA	NA	1.55598211363445	NA	NA	NA	NA	0.0350013273220025	1	NA	NA	NA	NA	NA	NA
PF01751	PF01751|Toprim_domain	34	0.000135355706835463	65	0	0	2.90902589364172	0.475040622250149	1	1	1.78222656526094e-13	2.30441894888239e-10	0.999624230133584	1	NaN	1	0	2	0	65
PF01753	PF01753|MYND_finger	129	0.000513555475934551	175	0	0	2.06424616185668	0.984977408534121	1	1	7.11297516158196e-18	9.76611489685204e-15	0.557719684328295	1	NaN	1	0	4	0	175
PF01754	PF01754|A20-like_zinc_finger	33	0.00013137465663442	9	0	0	0.41499390370833	2.79063556323135	1	1	0.999292091808574	1	0.000475204676215205	1	NaN	0	0	1	0	9
PF01755	PF01755|Glycosyltransferase_family_25_(LPS_biosynthesis_protein)	23	9.15641546239898e-05	NA	NA	NA	NA	0.899684778073759	NA	NA	NA	NA	0.730256494971026	1	NA	NA	NA	NA	NA	NA
PF01756	PF01756|Acyl-CoA_oxidase	25	9.95262550260759e-05	NA	NA	NA	NA	0.779780456130119	NA	NA	NA	NA	0.909554810630173	1	NA	NA	NA	NA	NA	NA
PF01758	PF01758|Sodium_Bile_acid_symporter_family	11	4.37915522114734e-05	NA	NA	NA	NA	3.72187527604446	NA	NA	NA	NA	9.24259883941801e-15	3.99187843874464e-11	NA	NA	NA	NA	NA	NA
PF01759	PF01759|UNC-6/NTR/C345C_module	65	0.000258768263067797	120	10	1.33110413972911	2.80918950202562	1.04623886719863	0.22500950082089	1	2.98652721566516e-22	4.24385517346019e-19	0.395024248904388	1	1	NaN	2	0	130	0
PF01762	PF01762|Galactosyltransferase	47	0.000187109359449023	NA	NA	NA	NA	1.73318996014607	NA	NA	NA	NA	2.14907896524634e-07	0.000901968441713887	NA	NA	NA	NA	NA	NA
PF01764	PF01764|Lipase_(class_3)	11	4.37915522114734e-05	NA	NA	NA	NA	0.800545959553235	NA	NA	NA	NA	0.779171536589789	1	NA	NA	NA	NA	NA	NA
PF01765	PF01765|Ribosome_recycling_factor	11	4.37915522114734e-05	NA	NA	NA	NA	0.326148353892059	NA	NA	NA	NA	0.998132881736769	1	NA	NA	NA	NA	NA	NA
PF01769	PF01769|Divalent_cation_transporter	43	0.000171185158644851	41	0	0	1.45087015947641	0.466174052941461	1	1	0.0142423274008127	1	0.999947986081918	1	NaN	0	0	1	0	41
PF01770	PF01770|Reduced_folate_carrier	29	0.000115450455830248	9	0	0	0.472234442150858	0.561461589079082	1	1	0.996263467373006	1	0.999995163778402	1	NaN	0	0	1	0	9
PF01773	PF01773|Na+_dependent_nucleoside_transporter_N-terminus	8	3.18484016083443e-05	NA	NA	NA	NA	3.06969911955448	NA	NA	NA	NA	0.000753649895661883	1	NA	NA	NA	NA	NA	NA
PF01776	PF01776|Ribosomal_L22e_protein_family	12	4.77726024125164e-05	73	0	0	9.25666957438302	2.54910687120898	1	1	2.75088332377451e-44	4.32163770164976e-41	6.92960663487933e-05	0.285084016958936	NaN	0	0	1	0	73
PF01777	PF01777|Ribosomal_L27e_protein_family	11	4.37915522114734e-05	NA	NA	NA	NA	0.47175029759387	NA	NA	NA	NA	0.952273716785921	1	NA	NA	NA	NA	NA	NA
PF01778	PF01778|Ribosomal_L28e_protein_family	11	4.37915522114734e-05	NA	NA	NA	NA	1.24613286156871	NA	NA	NA	NA	0.286458301147577	1	NA	NA	NA	NA	NA	NA
PF01780	PF01780|Ribosomal_L37ae_protein_family	11	4.37915522114734e-05	NA	NA	NA	NA	0.300204734832463	NA	NA	NA	NA	0.990205341503116	1	NA	NA	NA	NA	NA	NA
PF01781	PF01781|Ribosomal_L38e_protein_family	11	4.37915522114734e-05	NA	NA	NA	NA	0.197149378098931	NA	NA	NA	NA	0.993732414000032	1	NA	NA	NA	NA	NA	NA
PF01783	PF01783|Ribosomal_L32p_protein_family	11	4.37915522114734e-05	NA	NA	NA	NA	1.05672066661027	NA	NA	NA	NA	0.523503767167233	1	NA	NA	NA	NA	NA	NA
PF01784	PF01784|NIF3_(NGG1p_interacting_factor_3)	11	4.37915522114734e-05	NA	NA	NA	NA	0.526739596086408	NA	NA	NA	NA	0.996256350459088	1	NA	NA	NA	NA	NA	NA
PF01791	PF01791|DeoC/LacD_family_aldolase	10	3.98105020104304e-05	NA	NA	NA	NA	0.54487159372092	NA	NA	NA	NA	0.983476474002226	1	NA	NA	NA	NA	NA	NA
PF01794	PF01794|Ferric_reductase_like_transmembrane_component	78	0.000310521915681357	NA	NA	NA	NA	1.08261069346139	NA	NA	NA	NA	0.246362677824859	1	NA	NA	NA	NA	NA	NA
PF01795	PF01795|MraW_methylase_family	11	4.37915522114734e-05	NA	NA	NA	NA	0.26550770517846	NA	NA	NA	NA	0.999799676341792	1	NA	NA	NA	NA	NA	NA
PF01798	PF01798|Putative_snoRNA_binding_domain	15	5.97157530156455e-05	NA	NA	NA	NA	0.993384856373602	NA	NA	NA	NA	0.544547820766408	1	NA	NA	NA	NA	NA	NA
PF01799	PF01799|[2Fe-2S]_binding_domain	9	3.58294518093873e-05	17	0	0	2.87421703679473	0.872667217170643	1	1	0.000148250577194443	0.164409890108637	0.67162292562854	1	NaN	0	0	1	0	17
PF01803	PF01803|LIM-domain_binding_protein	22	8.75831044229468e-05	NA	NA	NA	NA	0.6370904340496	NA	NA	NA	NA	0.975616533392894	1	NA	NA	NA	NA	NA	NA
PF01805	PF01805|Surp_module	87	0.000346351367490744	131	0	0	2.29121155265787	0.594946235182079	1	1	4.70745431766576e-17	6.41626023497843e-14	0.993552550884296	1	NaN	1	0	2	0	131
PF01808	PF01808|AICARFT/IMPCHase_bienzyme	11	4.37915522114734e-05	NA	NA	NA	NA	0.525128771633544	NA	NA	NA	NA	0.996407688801369	1	NA	NA	NA	NA	NA	NA
PF01812	PF01812|5-formyltetrahydrofolate_cyclo-ligase_family	22	8.75831044229468e-05	NA	NA	NA	NA	0.566330198914152	NA	NA	NA	NA	0.995217680364916	1	NA	NA	NA	NA	NA	NA
PF01813	PF01813|ATP_synthase_subunit_D	1	3.98105020104304e-06	NA	NA	NA	NA	7.48964389994392	NA	NA	NA	NA	1.48328856489506e-06	0.00620014620126135	NA	NA	NA	NA	NA	NA
PF01814	PF01814|Hemerythrin_HHE_cation_binding_domain	11	4.37915522114734e-05	77	0	0	10.6515101951805	0.203215512809667	1	1	7.64793808272151e-51	1.21755174276926e-47	0.999423520660907	1	NaN	0	0	1	0	77
PF01821	PF01821|Anaphylotoxin-like_domain	50	0.000199052510052152	NA	NA	NA	NA	0.701927979028561	NA	NA	NA	NA	0.880664100304746	1	NA	NA	NA	NA	NA	NA
PF01822	PF01822|WSC_domain	52	0.000207014610454238	8	0	0	0.234099125168801	1.00206270109595	1	1	0.999999980644348	1	0.5208039580268	1	NaN	0	0	1	0	8
PF01823	PF01823|MAC/Perforin_domain	17	6.76778534177316e-05	NA	NA	NA	NA	6.05630421575056	NA	NA	NA	NA	9.09822399776136e-51	4.02687394140918e-47	NA	NA	NA	NA	NA	NA
PF01825	PF01825|Latrophilin/CL-1-like_GPS_domain	154	0.000613081730960627	65	0	0	0.642252470024796	1.30150434525604	1	1	0.999950819791251	1	0.026910947464491	1	NaN	1	0	2	0	65
PF01826	PF01826|Trypsin_Inhibitor_like_cysteine_rich_domain	111	0.000441896572315777	284	5	0.389737698569333	3.8932160816361	2.17207576345542	0.995777897939818	1	2.85264210489159e-78	4.7467964625396e-75	1.51037664240188e-10	6.44477713312883e-07	NaN	1	0	2	0	289
PF01833	PF01833|IPT/TIG_domain	306	0.00121820136151917	1186	0	0	5.897614888648	1.48240743921096	1	1	0	0	1.89894367862987e-09	8.06481380314104e-06	NaN	1	0	8	0	1186
PF01834	PF01834|XRCC1_N_terminal_domain	2	7.96210040208607e-06	NA	NA	NA	NA	2.42165152764854	NA	NA	NA	NA	0.058678879249705	1	NA	NA	NA	NA	NA	NA
PF01835	PF01835|MG2_domain	22	8.75831044229468e-05	44	3	1.17984230566898	3.04328862719442	0.944916554059959	0.467101683468767	1	3.20882843047088e-10	3.9789472537839e-07	0.617311622182835	1	1	NaN	3	0	47	0
PF01839	PF01839|FG-GAP_repeat	100	0.000398105020104304	64	12	1.0382612289887	0.973852360702213	1.17855578402362	0.48702868593096	1	0.600468935982152	1	0.217008206816253	1	NaN	1	0	5	0	76
PF01840	PF01840|TCL1/MTCP1_family	1	3.98105020104304e-06	NA	NA	NA	NA	36.652023121167	NA	NA	NA	NA	8.32775534359122e-34	3.65338626923347e-30	NA	NA	NA	NA	NA	NA
PF01841	PF01841|Transglutaminase-like_superfamily	35	0.000139336757036506	70	0	0	3.04328862719442	2.19250436957805	1	1	2.63547521292851e-15	3.51572393404663e-12	9.63284691750692e-07	0.0040323097196684	NaN	1	0	2	0	70
PF01842	PF01842|ACT_domain	4	1.59242008041721e-05	6	0	0	2.28246647039581	5.09821374241797	1	1	0.0511769533059401	1	0.000228952896365406	0.935730487445416	NaN	0	0	1	0	6
PF01843	PF01843|DIL_domain	56	0.00022293881125841	46	0	0	1.24992211474056	0.54961829719671	1	1	0.0794326155433405	1	0.999276808547273	1	NaN	1	0	2	0	46
PF01844	PF01844|HNH_endonuclease	2	7.96210040208607e-06	NA	NA	NA	NA	0	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA
PF01846	PF01846|FF_domain	156	0.000621043831362714	3	3	0.166388017466138	0.0292623906461002	0.575869573084616	0.999997328695376	1	1	1	0.999762011823334	1	NaN	1	0	2	0	6
PF01847	PF01847|von_Hippel-Lindau_disease_tumour_suppressor_protein	11	4.37915522114734e-05	NA	NA	NA	NA	18.2369534398869	NA	NA	NA	NA	2.58325931528658e-184	1.15161700275476e-180	NA	NA	NA	NA	NA	NA
PF01849	PF01849|NAC_domain	44	0.000175166208845894	NA	NA	NA	NA	0.688621287482996	NA	NA	NA	NA	0.921719976002159	1	NA	NA	NA	NA	NA	NA
PF01851	PF01851|Proteasome/cyclosome_repeat	22	8.75831044229468e-05	NA	NA	NA	NA	0.788597512395724	NA	NA	NA	NA	0.744979977835043	1	NA	NA	NA	NA	NA	NA
PF01852	PF01852|START_domain	114	0.000453839722918906	11	0	0	0.146825328504994	0.643643478602155	1	1	1	1	0.99999829668001	1	NaN	0	0	1	0	11
PF01853	PF01853|MOZ/SAS_family	55	0.000218957761057367	13	0	0	0.359661383213886	0.48499598629521	1	1	0.99999694420046	1	0.999999382814676	1	NaN	0	0	1	0	13
PF01857	PF01857|Retinoblastoma-associated_protein_B_domain	12	4.77726024125164e-05	8	0	0	1.01442954239814	1.19861762138424	1	1	0.531048336549072	1	0.25260214518484	1	NaN	0	0	1	0	8
PF01858	PF01858|Retinoblastoma-associated_protein_A_domain	12	4.77726024125164e-05	NA	NA	NA	NA	2.26931336213485	NA	NA	NA	NA	9.80559809026279e-06	0.04067362087841	NA	NA	NA	NA	NA	NA
PF01866	PF01866|Putative_diphthamide_synthesis_protein	22	8.75831044229468e-05	NA	NA	NA	NA	0.490011599436214	NA	NA	NA	NA	0.999960323207237	1	NA	NA	NA	NA	NA	NA
PF01869	PF01869|BadF/BadG/BcrA/BcrD_ATPase_family	11	4.37915522114734e-05	NA	NA	NA	NA	0.731125922470205	NA	NA	NA	NA	0.913647947098907	1	NA	NA	NA	NA	NA	NA
PF01871	PF01871|AMMECR1	12	4.77726024125164e-05	NA	NA	NA	NA	1.36076152438107	NA	NA	NA	NA	0.122492905567569	1	NA	NA	NA	NA	NA	NA
PF01873	PF01873|Domain_found_in_IF2B/IF5	22	8.75831044229468e-05	NA	NA	NA	NA	0.485228877525124	NA	NA	NA	NA	0.994909756586252	1	NA	NA	NA	NA	NA	NA
PF01875	PF01875|Memo-like_protein	11	4.37915522114734e-05	32	0	0	4.42660163955552	0.653449175465715	1	1	1.08762585615013e-11	1.38019721145452e-08	0.964019494892729	1	NaN	0	0	1	0	32
PF01876	PF01876|RNase_P_subunit_p30	11	4.37915522114734e-05	NA	NA	NA	NA	0.359873911229504	NA	NA	NA	NA	0.995493680523139	1	NA	NA	NA	NA	NA	NA
PF01878	PF01878|EVE_domain	11	4.37915522114734e-05	NA	NA	NA	NA	0.244611265419044	NA	NA	NA	NA	0.999582805868164	1	NA	NA	NA	NA	NA	NA
