GeneId	Symbol	Normal_transcript	Tumor_transcript	Normal_protein	Tumor_protein	Annotation	DriverAnnotation	NotNoise	IsModel	IsFunctional	Driver	SpecificDriver	Druggable	CDS_Normal	CDS_Tumor	CDS_change	UTR_change	Patients_affected
151295	SLC23A3	uc010zks.1	uc010fwb.2	Q6PIS1	Q6PIS1-2	Nothing	Nothing	1	1	1	0	0	0	1	1	1	0	8476T,8346T,8327T,8324T
151295	SLC23A3	uc010zks.1	uc010zkr.1	Q6PIS1	Q6PIS1-5	Nothing	Nothing	1	0	0	0	0	0	1	1	1	0	8335T,8337T,8439T,8414T
4776	NFATC4	uc001wpc.2	uc010tos.1	Q14934	Q14934-12	BIOPOLYMER_METABOLIC_PROCESS,DEFENSE_RESPONSE,INFLAMMATORY_RESPONSE,NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS,RESPONSE_TO_EXTERNAL_STIMULUS,RESPONSE_TO_STRESS,RESPONSE_TO_WOUNDING,RNA_BIOSYNTHETIC_PROCESS,RNA_METABOLIC_PROCESS,TRANSCRIPTION,TRANSCRIPTION_DNA_DEPENDENT,TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	driver	1	0	1	1	0	0	1	1	1	1	8326T,8476T
4776	NFATC4	uc001wpc.2	uc001wpd.2	Q14934	Q14934-19	BIOPOLYMER_METABOLIC_PROCESS,DEFENSE_RESPONSE,INFLAMMATORY_RESPONSE,NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS,RESPONSE_TO_EXTERNAL_STIMULUS,RESPONSE_TO_STRESS,RESPONSE_TO_WOUNDING,RNA_BIOSYNTHETIC_PROCESS,RNA_METABOLIC_PROCESS,TRANSCRIPTION,TRANSCRIPTION_DNA_DEPENDENT,TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	driver	0	0	1	1	0	0	1	1	1	1	8327T
4776	NFATC4	uc001wpc.2	uc010alt.2	Q14934	Q14934-5	BIOPOLYMER_METABOLIC_PROCESS,DEFENSE_RESPONSE,INFLAMMATORY_RESPONSE,NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS,RESPONSE_TO_EXTERNAL_STIMULUS,RESPONSE_TO_STRESS,RESPONSE_TO_WOUNDING,RNA_BIOSYNTHETIC_PROCESS,RNA_METABOLIC_PROCESS,TRANSCRIPTION,TRANSCRIPTION_DNA_DEPENDENT,TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	driver	0	0	1	1	0	0	1	1	1	1	8433T
4776	NFATC4	uc001wpc.2	uc010ton.1	Q14934	Q14934-6	BIOPOLYMER_METABOLIC_PROCESS,DEFENSE_RESPONSE,INFLAMMATORY_RESPONSE,NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS,RESPONSE_TO_EXTERNAL_STIMULUS,RESPONSE_TO_STRESS,RESPONSE_TO_WOUNDING,RNA_BIOSYNTHETIC_PROCESS,RNA_METABOLIC_PROCESS,TRANSCRIPTION,TRANSCRIPTION_DNA_DEPENDENT,TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	driver	0	0	1	1	0	0	1	1	1	1	8409T
4776	NFATC4	uc010alu.2	uc010tom.1	None	Q14934-7	BIOPOLYMER_METABOLIC_PROCESS,DEFENSE_RESPONSE,INFLAMMATORY_RESPONSE,NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS,RESPONSE_TO_EXTERNAL_STIMULUS,RESPONSE_TO_STRESS,RESPONSE_TO_WOUNDING,RNA_BIOSYNTHETIC_PROCESS,RNA_METABOLIC_PROCESS,TRANSCRIPTION,TRANSCRIPTION_DNA_DEPENDENT,TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	driver	0	0	1	1	0	0	1	1	1	1	8339T
4776	NFATC4	uc010tok.1	uc010tom.1	Q14934-3	Q14934-7	BIOPOLYMER_METABOLIC_PROCESS,DEFENSE_RESPONSE,INFLAMMATORY_RESPONSE,NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS,RESPONSE_TO_EXTERNAL_STIMULUS,RESPONSE_TO_STRESS,RESPONSE_TO_WOUNDING,RNA_BIOSYNTHETIC_PROCESS,RNA_METABOLIC_PROCESS,TRANSCRIPTION,TRANSCRIPTION_DNA_DEPENDENT,TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	driver	0	0	1	1	0	0	1	1	1	1	8419T
4776	NFATC4	uc010tor.1	uc010tom.1	Q14934-16	Q14934-7	BIOPOLYMER_METABOLIC_PROCESS,DEFENSE_RESPONSE,INFLAMMATORY_RESPONSE,NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS,RESPONSE_TO_EXTERNAL_STIMULUS,RESPONSE_TO_STRESS,RESPONSE_TO_WOUNDING,RNA_BIOSYNTHETIC_PROCESS,RNA_METABOLIC_PROCESS,TRANSCRIPTION,TRANSCRIPTION_DNA_DEPENDENT,TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	driver	0	0	1	1	0	0	1	1	1	1	8336T
113419	TEX261	uc002shn.2	uc010fdy.2	Q6UWH6	None	Nothing	Nothing	1	1	0	0	0	0	1	1	1	1	8409T,8403T,8324T,8404T,8327T,8439T,8476T,8431T
8507	ENC1	uc003kdc.3	uc011css.1	O14682	O14682-2	ANATOMICAL_STRUCTURE_DEVELOPMENT,MULTICELLULAR_ORGANISMAL_DEVELOPMENT,NERVOUS_SYSTEM_DEVELOPMENT,SYSTEM_DEVELOPMENT	d1	1	1	1	0	0	0	1	1	1	1	8346T,8415T,8328T,8408T,8326T,8421T,8439T,8324T
256764	WDR72	uc002acj.2	uc010bfh.1	Q3MJ13	None	Nothing	Nothing	1	1	1	0	0	0	1	0	1	1	8346T,8415T,8408T,8328T,8324T,8409T,8327T,8414T
728833	FAM72D	uc002qvn.1	uc010evy.1	Q6L9T8	None	Nothing	Nothing	1	1	1	0	0	0	1	1	1	1	8419T,8337T,8434T,8441T,8408T,8432T,8411T
728833	FAM72D	uc010evy.1	uc002qvn.1	None	Q6L9T8	Nothing	Nothing	0	0	1	0	0	0	1	1	1	1	8423T
91653	BOC	uc003dzz.2	uc003eac.2	Q9BWV1-3	None	ANATOMICAL_STRUCTURE_DEVELOPMENT,CELL_DEVELOPMENT,MULTICELLULAR_ORGANISMAL_DEVELOPMENT,MUSCLE_CELL_DIFFERENTIATION,MUSCLE_DEVELOPMENT,MYOBLAST_DIFFERENTIATION,ORGAN_DEVELOPMENT,POSITIVE_REGULATION_OF_BIOLOGICAL_PROCESS,POSITIVE_REGULATION_OF_CELLULAR_PROCESS,POSITIVE_REGULATION_OF_CELL_DIFFERENTIATION,POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS,REGULATION_OF_CELL_DIFFERENTIATION,REGULATION_OF_DEVELOPMENTAL_PROCESS,SKELETAL_MUSCLE_DEVELOPMENT,STRIATED_MUSCLE_DEVELOPMENT,SYSTEM_DEVELOPMENT	d1	1	1	1	0	0	0	1	1	1	1	8438T,8327T,8409T,8433T
91653	BOC	uc003dzx.2	uc003dzw.1	Q9BWV1	None	ANATOMICAL_STRUCTURE_DEVELOPMENT,CELL_DEVELOPMENT,MULTICELLULAR_ORGANISMAL_DEVELOPMENT,MUSCLE_CELL_DIFFERENTIATION,MUSCLE_DEVELOPMENT,MYOBLAST_DIFFERENTIATION,ORGAN_DEVELOPMENT,POSITIVE_REGULATION_OF_BIOLOGICAL_PROCESS,POSITIVE_REGULATION_OF_CELLULAR_PROCESS,POSITIVE_REGULATION_OF_CELL_DIFFERENTIATION,POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS,REGULATION_OF_CELL_DIFFERENTIATION,REGULATION_OF_DEVELOPMENTAL_PROCESS,SKELETAL_MUSCLE_DEVELOPMENT,STRIATED_MUSCLE_DEVELOPMENT,SYSTEM_DEVELOPMENT	d1	0	0	1	0	0	0	1	1	1	1	8336T
91653	BOC	uc003dzz.2	uc003eaa.1	Q9BWV1-3	None	ANATOMICAL_STRUCTURE_DEVELOPMENT,CELL_DEVELOPMENT,MULTICELLULAR_ORGANISMAL_DEVELOPMENT,MUSCLE_CELL_DIFFERENTIATION,MUSCLE_DEVELOPMENT,MYOBLAST_DIFFERENTIATION,ORGAN_DEVELOPMENT,POSITIVE_REGULATION_OF_BIOLOGICAL_PROCESS,POSITIVE_REGULATION_OF_CELLULAR_PROCESS,POSITIVE_REGULATION_OF_CELL_DIFFERENTIATION,POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS,REGULATION_OF_CELL_DIFFERENTIATION,REGULATION_OF_DEVELOPMENTAL_PROCESS,SKELETAL_MUSCLE_DEVELOPMENT,STRIATED_MUSCLE_DEVELOPMENT,SYSTEM_DEVELOPMENT	d1	0	0	1	0	0	0	1	1	1	1	8443T
91653	BOC	uc003eac.2	uc003dzy.2	None	Q9BWV1	ANATOMICAL_STRUCTURE_DEVELOPMENT,CELL_DEVELOPMENT,MULTICELLULAR_ORGANISMAL_DEVELOPMENT,MUSCLE_CELL_DIFFERENTIATION,MUSCLE_DEVELOPMENT,MYOBLAST_DIFFERENTIATION,ORGAN_DEVELOPMENT,POSITIVE_REGULATION_OF_BIOLOGICAL_PROCESS,POSITIVE_REGULATION_OF_CELLULAR_PROCESS,POSITIVE_REGULATION_OF_CELL_DIFFERENTIATION,POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS,REGULATION_OF_CELL_DIFFERENTIATION,REGULATION_OF_DEVELOPMENTAL_PROCESS,SKELETAL_MUSCLE_DEVELOPMENT,STRIATED_MUSCLE_DEVELOPMENT,SYSTEM_DEVELOPMENT	d1	0	0	1	0	0	0	1	1	1	1	8430T
91653	BOC	uc003eac.2	uc003eaa.1	None	None	ANATOMICAL_STRUCTURE_DEVELOPMENT,CELL_DEVELOPMENT,MULTICELLULAR_ORGANISMAL_DEVELOPMENT,MUSCLE_CELL_DIFFERENTIATION,MUSCLE_DEVELOPMENT,MYOBLAST_DIFFERENTIATION,ORGAN_DEVELOPMENT,POSITIVE_REGULATION_OF_BIOLOGICAL_PROCESS,POSITIVE_REGULATION_OF_CELLULAR_PROCESS,POSITIVE_REGULATION_OF_CELL_DIFFERENTIATION,POSITIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS,REGULATION_OF_CELL_DIFFERENTIATION,REGULATION_OF_DEVELOPMENTAL_PROCESS,SKELETAL_MUSCLE_DEVELOPMENT,STRIATED_MUSCLE_DEVELOPMENT,SYSTEM_DEVELOPMENT	d1	0	0	0	0	0	0	1	1	1	1	8346T
83886	PRSS27	uc002crf.2	uc002crg.2	Q9BQR3	None	Nothing	Nothing	1	1	1	0	0	0	1	1	1	1	8429T,8432T,8328T,8476T,8329T,8416T,8336T
83886	PRSS27	uc002crf.2	uc002cre.2	Q9BQR3	None	Nothing	Nothing	0	0	1	0	0	0	1	1	1	1	8404T
8720	MBTPS1	uc002fhi.2	uc002fhh.2	Q14703	None	CELLULAR_MACROMOLECULE_METABOLIC_PROCESS,CELLULAR_PROTEIN_METABOLIC_PROCESS,PROTEIN_METABOLIC_PROCESS,PROTEOLYSIS	Nothing	1	1	1	0	0	0	1	1	1	1	8326T,8439T,8327T,8405T,8476T,8415T,8409T,8404T
159371	TMEM20	uc001kjj.2	uc001kjh.2	None	None	Nothing	Nothing	1	1	0	0	0	0	0	0	0	1	8327T,8476T,8439T
159371	TMEM20	uc001kjj.2	uc001kjf.1	None	Q2M3R5-2	Nothing	Nothing	1	0	1	0	0	0	0	1	1	1	8338T,8342T
159371	TMEM20	uc001kjj.2	uc001kjg.1	None	Q2M3R5	Nothing	Nothing	1	0	1	0	0	0	0	1	1	1	8328T,8433T
159371	TMEM20	uc001kjj.2	uc010qnw.1	None	None	Nothing	Nothing	0	0	1	0	0	0	0	1	1	1	8324T
10157	AASS	uc003vkb.2	uc011knw.1	Q9UDR5	None	CELLULAR_COMPONENT_ASSEMBLY,MACROMOLECULAR_COMPLEX_ASSEMBLY,PROTEIN_COMPLEX_ASSEMBLY,PROTEIN_METABOLIC_PROCESS,PROTEIN_OLIGOMERIZATION,PROTEIN_TETRAMERIZATION	Nothing	1	1	1	0	0	0	1	1	1	1	8414T,8476T,8421T,8408T,8404T,8327T
10157	AASS	uc011knw.1	uc003vkb.2	None	Q9UDR5	CELLULAR_COMPONENT_ASSEMBLY,MACROMOLECULAR_COMPLEX_ASSEMBLY,PROTEIN_COMPLEX_ASSEMBLY,PROTEIN_METABOLIC_PROCESS,PROTEIN_OLIGOMERIZATION,PROTEIN_TETRAMERIZATION	Nothing	1	0	1	0	0	0	1	1	1	1	8432T,8424T
2764	GMFB	uc010tqz.1	uc001xaw.1	P60983	None	HALLMARK_COMPLEMENT	Nothing	1	1	1	0	0	0	1	0	1	1	8431T,8324T,8422T,8439T,8326T,8415T,8403T,8421T
93664	CADPS2	uc010lkq.2	uc003vkg.3	Q86UW7-2	None	Nothing	Nothing	1	1	1	0	0	0	1	1	1	1	8414T,8346T,8328T,8403T,8338T
93664	CADPS2	uc010lkq.2	uc011knx.1	Q86UW7-2	None	Nothing	Nothing	1	0	1	0	0	0	1	1	1	1	8327T,8409T,8476T
91445	RNF185	uc003akb.2	uc003ake.2	Q96GF1	Q96GF1-2	Nothing	Nothing	1	1	1	0	0	0	1	1	1	0	8328T,8438T,8405T,8422T
91445	RNF185	uc003akb.2	uc011all.1	Q96GF1	Q96GF1	Nothing	Nothing	1	0	0	0	0	0	1	1	0	1	8409T,8476T,8439T,8327T
5094	PCBP2	uc001sdc.3	uc001sdk.3	Q15366-2	None	Nothing	d1	1	1	1	0	0	0	1	1	1	1	8476T,8409T,8433T,8324T,8328T
5094	PCBP2	uc001sdf.3	uc001sdd.3	None	Q15366-4	Nothing	d1	1	0	0	0	0	0	1	1	1	0	8477T,8639T
5094	PCBP2	uc001sdc.3	uc001sde.3	Q15366-2	Q15366-6	Nothing	d1	0	0	1	0	0	0	1	1	1	0	8327T
8531	CSDA	uc001qyt.2	uc001qyu.2	P16989	P16989-2	BIOPOLYMER_METABOLIC_PROCESS,NEGATIVE_REGULATION_OF_BIOLOGICAL_PROCESS,NEGATIVE_REGULATION_OF_CELLULAR_METABOLIC_PROCESS,NEGATIVE_REGULATION_OF_CELLULAR_PROCESS,NEGATIVE_REGULATION_OF_METABOLIC_PROCESS,NEGATIVE_REGULATION_OF_NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS,NEGATIVE_REGULATION_OF_RNA_METABOLIC_PROCESS,NEGATIVE_REGULATION_OF_TRANSCRIPTION,NEGATIVE_REGULATION_OF_TRANSCRIPTION_DNA_DEPENDENT,NEGATIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER,NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS,REGULATION_OF_CELLULAR_METABOLIC_PROCESS,REGULATION_OF_GENE_EXPRESSION,REGULATION_OF_METABOLIC_PROCESS,REGULATION_OF_NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS,REGULATION_OF_RNA_METABOLIC_PROCESS,REGULATION_OF_TRANSCRIPTION,REGULATION_OF_TRANSCRIPTIONDNA_DEPENDENT,REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER,RESPONSE_TO_ABIOTIC_STIMULUS,RESPONSE_TO_STRESS,RESPONSE_TO_TEMPERATURE_STIMULUS,RNA_BIOSYNTHETIC_PROCESS,RNA_METABOLIC_PROCESS,TRANSCRIPTION,TRANSCRIPTION_DNA_DEPENDENT,TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	driver	1	1	1	1	0	0	1	1	1	0	8426T,8441T,8403T,8422T,8419T,8336T,8429T,8477T
6829	SUPT5H	uc002olo.3	uc002olq.3	O00267	O00267-2	HALLMARK_DNA_REPAIR	d1	1	1	1	0	0	0	1	1	1	0	8415T,8426T,8333T,8332T
6829	SUPT5H	uc002olo.3	uc002oln.3	O00267	O00267	HALLMARK_DNA_REPAIR	d1	1	0	0	0	0	0	1	1	0	1	8439T,8433T,8404T
6829	SUPT5H	uc002olr.3	uc002olq.3	O00267	O00267-2	HALLMARK_DNA_REPAIR	d1	0	0	1	0	0	0	1	1	1	1	8403T
377047	PRSS45	uc010hjl.2	uc011bam.1	Q7RTY3-2	None	Nothing	Nothing	1	1	1	0	0	0	1	0	1	1	8417T,8436T,8416T,8330T,8425T,8408T,8328T
377047	PRSS45	uc011bam.1	uc010hjl.2	None	Q7RTY3-2	Nothing	Nothing	0	0	1	0	0	0	0	1	1	1	8432T
84135	UTP15	uc003kcw.1	uc010ize.1	Q8TED0	Q8TED0	Nothing	Nothing	1	1	0	0	0	0	1	1	0	1	8438T,8327T,8346T,8326T,8433T,8415T
84135	UTP15	uc003kcw.1	uc011cso.1	Q8TED0	None	Nothing	Nothing	0	0	1	0	0	0	1	1	1	0	8476T
84135	UTP15	uc003kcw.1	uc011csp.1	Q8TED0	None	Nothing	Nothing	0	0	1	0	0	0	1	1	1	1	8422T
113510	HELQ	uc003hop.1	uc003hoq.1	Q8TDG4-4	None	Nothing	Nothing	1	1	1	0	0	0	1	1	1	1	8477T,8418T,8326T,8328T,8411T,8426T,8423T
113510	HELQ	uc003hol.3	uc003hom.2	None	Q8TDG4	Nothing	Nothing	0	0	1	0	0	0	0	1	1	1	8329T
57447	NDRG2	uc001vyy.2	uc001vyz.2	Q9UN36	Q9UN36-2	HALLMARK_XENOBIOTIC_METABOLISM	Nothing	1	1	1	0	0	0	1	1	1	1	8476T,8339T,8403T
57447	NDRG2	uc001vyy.2	uc001vza.2	Q9UN36	Q9UN36-2	HALLMARK_XENOBIOTIC_METABOLISM	Nothing	1	0	1	0	0	0	1	1	1	0	8426T,8414T,8425T
57447	NDRG2	uc001vyy.2	uc001vyu.2	Q9UN36	Q9UN36-4	HALLMARK_XENOBIOTIC_METABOLISM	Nothing	0	0	1	0	0	0	1	1	1	1	8327T
57447	NDRG2	uc001vyy.2	uc010tll.1	Q9UN36	None	HALLMARK_XENOBIOTIC_METABOLISM	Nothing	0	0	1	0	0	0	1	1	1	1	8409T
6693	SPN	uc002dtn.2	uc002dtm.2	P16150	P16150	ANATOMICAL_STRUCTURE_DEVELOPMENT,ANATOMICAL_STRUCTURE_MORPHOGENESIS,BEHAVIOR,BIOSYNTHETIC_PROCESS,CELLULAR_BIOSYNTHETIC_PROCESS,CELLULAR_DEFENSE_RESPONSE,CELLULAR_MACROMOLECULE_METABOLIC_PROCESS,CELLULAR_PROTEIN_METABOLIC_PROCESS,CYTOKINE_BIOSYNTHETIC_PROCESS,CYTOKINE_METABOLIC_PROCESS,CYTOKINE_PRODUCTION,DEFENSE_RESPONSE,DEFENSE_RESPONSE_TO_BACTERIUM,ESTABLISHMENT_AND_OR_MAINTENANCE_OF_CELL_POLARITY,LOCOMOTORY_BEHAVIOR,MACROMOLECULE_BIOSYNTHETIC_PROCESS,MULTI_ORGANISM_PROCESS,NEGATIVE_REGULATION_OF_BIOLOGICAL_PROCESS,NEGATIVE_REGULATION_OF_CELLULAR_PROCESS,NEGATIVE_REGULATION_OF_CELL_ADHESION,POSITIVE_REGULATION_OF_BIOLOGICAL_PROCESS,POSITIVE_REGULATION_OF_CELLULAR_METABOLIC_PROCESS,POSITIVE_REGULATION_OF_CELLULAR_PROCESS,POSITIVE_REGULATION_OF_CELLULAR_PROTEIN_METABOLIC_PROCESS,POSITIVE_REGULATION_OF_CYTOKINE_BIOSYNTHETIC_PROCESS,POSITIVE_REGULATION_OF_METABOLIC_PROCESS,POSITIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS,POSITIVE_REGULATION_OF_TRANSLATION,PROTEIN_METABOLIC_PROCESS,REGULATION_OF_CELLULAR_METABOLIC_PROCESS,REGULATION_OF_CELLULAR_PROTEIN_METABOLIC_PROCESS,REGULATION_OF_CELL_ADHESION,REGULATION_OF_CYTOKINE_BIOSYNTHETIC_PROCESS,REGULATION_OF_GENE_EXPRESSION,REGULATION_OF_METABOLIC_PROCESS,REGULATION_OF_PROTEIN_METABOLIC_PROCESS,REGULATION_OF_TRANSLATION,RESPONSE_TO_BACTERIUM,RESPONSE_TO_BIOTIC_STIMULUS,RESPONSE_TO_CHEMICAL_STIMULUS,RESPONSE_TO_EXTERNAL_STIMULUS,RESPONSE_TO_OTHER_ORGANISM,TRANSLATION	d1	1	1	0	0	0	0	1	1	0	1	8419T,8339T,8325T,8416T,8407T,8429T,8442T,8438T
22848	AAK1	uc010fdj.1	uc002sfp.2	None	Q2M2I8	Nothing	Nothing	1	1	1	0	0	0	0	1	1	1	8404T,8415T,8476T,8328T,8327T,8326T,8409T,8324T
5110	PCMT1	uc003qnb.2	uc003qna.2	None	None	BIOPOLYMER_METABOLIC_PROCESS,BIOPOLYMER_MODIFICATION,CELLULAR_MACROMOLECULE_METABOLIC_PROCESS,CELLULAR_PROTEIN_METABOLIC_PROCESS,ONE_CARBON_COMPOUND_METABOLIC_PROCESS,POST_TRANSLATIONAL_PROTEIN_MODIFICATION,PROTEIN_METABOLIC_PROCESS,PROTEIN_MODIFICATION_PROCESS	Nothing	1	1	0	0	0	0	1	1	0	1	8431T,8417T,8418T,8405T,8477T,8341T,8438T
5110	PCMT1	uc003qne.2	uc003qna.2	None	None	BIOPOLYMER_METABOLIC_PROCESS,BIOPOLYMER_MODIFICATION,CELLULAR_MACROMOLECULE_METABOLIC_PROCESS,CELLULAR_PROTEIN_METABOLIC_PROCESS,ONE_CARBON_COMPOUND_METABOLIC_PROCESS,POST_TRANSLATIONAL_PROTEIN_MODIFICATION,PROTEIN_METABOLIC_PROCESS,PROTEIN_MODIFICATION_PROCESS	Nothing	0	0	1	0	0	0	1	1	1	1	8422T
50615	IL21R	uc002doq.1	uc002dos.1	Q9HBE5	Q9HBE5	Nothing	driver	1	1	0	1	0	0	1	1	0	1	8434T,8329T,8432T,8339T,8419T
50615	IL21R	uc002doq.1	uc002dor.1	Q9HBE5	Q9HBE5	Nothing	driver	0	0	0	1	0	0	1	1	0	1	8426T
50615	IL21R	uc002dos.1	uc002doq.1	Q9HBE5	Q9HBE5	Nothing	driver	0	0	0	1	0	0	1	1	0	1	8423T
50615	IL21R	uc002dos.1	uc002dor.1	Q9HBE5	Q9HBE5	Nothing	driver	0	0	0	1	0	0	1	1	0	1	8422T
23181	DIP2A	uc002zjo.2	uc002zjt.2	Q14689	None	Nothing	Nothing	1	1	1	0	0	0	1	0	1	1	8327T,8409T,8476T,8439T,8403T,8404T,8422T
23181	DIP2A	uc002zjm.2	uc010gql.2	Q14689-2	Q14689-3	Nothing	Nothing	0	0	1	0	0	0	1	1	1	0	8332T
3570	IL6R	uc001fez.1	uc001ffa.1	P08887	P08887-2	CELL_PROLIFERATION_GO_0008283,CELL_SURFACE_RECEPTOR_LINKED_SIGNAL_TRANSDUCTION_GO_0007166,IMMUNE_RESPONSE,IMMUNE_SYSTEM_PROCESS,MULTICELLULAR_ORGANISMAL_DEVELOPMENT,SIGNAL_TRANSDUCTION	d1	1	1	1	0	0	0	1	1	1	1	8423T,8403T,8342T,8438T,8323T,8404T,8326T,8324T
53938	PPIL3	uc002uwh.2	uc002uwj.2	Q9H2H8	None	Nothing	Nothing	1	1	1	0	0	0	1	1	1	1	8430T,8422T,8404T,8335T,8332T
53938	PPIL3	uc002uwh.2	uc002uwi.2	Q9H2H8	Q9H2H8-2	Nothing	Nothing	1	0	1	0	0	0	1	1	1	0	8339T,8438T
53938	PPIL3	uc002uwi.2	uc002uwj.2	Q9H2H8-2	None	Nothing	Nothing	0	0	1	0	0	0	1	1	1	1	8431T
4238	MFAP3	uc010jib.2	uc011ddb.1	P55082	P55082-2	Nothing	Nothing	1	1	1	0	0	0	1	1	1	1	8403T,8404T,8414T,8439T,8338T,8408T,8415T,8327T
282809	POC1B	uc001tbc.2	uc009zsq.2	Q8TC44	None	Nothing	d1	1	1	1	0	0	0	1	0	1	1	8409T,8327T,8476T,8326T,8328T
282809	POC1B	uc001tbc.2	uc001tbb.2	Q8TC44	None	Nothing	d1	1	0	1	0	0	0	1	1	1	1	8431T,8331T,8422T
283849	EXOC3L	uc002erx.1	uc002erv.1	Q86VI1	None	Nothing	Nothing	1	1	1	0	0	0	1	0	1	1	8418T,8410T,8423T,8442T,8337T
283849	EXOC3L	uc002erx.1	uc002erw.1	Q86VI1	None	Nothing	Nothing	1	0	1	0	0	0	1	1	1	1	8436T,8409T
283849	EXOC3L	uc002erx.1	uc002ery.1	Q86VI1	None	Nothing	Nothing	0	0	1	0	0	0	1	1	1	1	8421T
7695	ZNF136	uc002mti.2	uc010xmh.1	P52737	None	BIOPOLYMER_METABOLIC_PROCESS,NEGATIVE_REGULATION_OF_BIOLOGICAL_PROCESS,NEGATIVE_REGULATION_OF_CELLULAR_METABOLIC_PROCESS,NEGATIVE_REGULATION_OF_CELLULAR_PROCESS,NEGATIVE_REGULATION_OF_METABOLIC_PROCESS,NEGATIVE_REGULATION_OF_NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS,NEGATIVE_REGULATION_OF_RNA_METABOLIC_PROCESS,NEGATIVE_REGULATION_OF_TRANSCRIPTION,NEGATIVE_REGULATION_OF_TRANSCRIPTION_DNA_DEPENDENT,NEGATIVE_REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER,NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS,REGULATION_OF_CELLULAR_METABOLIC_PROCESS,REGULATION_OF_GENE_EXPRESSION,REGULATION_OF_METABOLIC_PROCESS,REGULATION_OF_NUCLEOBASENUCLEOSIDENUCLEOTIDE_AND_NUCLEIC_ACID_METABOLIC_PROCESS,REGULATION_OF_RNA_METABOLIC_PROCESS,REGULATION_OF_TRANSCRIPTION,REGULATION_OF_TRANSCRIPTIONDNA_DEPENDENT,REGULATION_OF_TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER,RNA_BIOSYNTHETIC_PROCESS,RNA_METABOLIC_PROCESS,TRANSCRIPTION,TRANSCRIPTION_DNA_DEPENDENT,TRANSCRIPTION_FROM_RNA_POLYMERASE_II_PROMOTER	Nothing	1	1	1	0	0	0	1	1	1	1	8414T,8476T,8422T,8326T,8327T,8409T,8408T,8338T
5095	PCCA	uc001voo.2	uc001vop.2	P05165	None	Nothing	Nothing	1	1	1	0	0	0	1	0	1	1	8324T,8409T,8346T,8328T
5095	PCCA	uc001voo.2	uc010aga.2	P05165	P05165-2	Nothing	Nothing	1	0	0	0	0	0	1	1	1	0	8439T,8421T,8415T,8326T
57380	MRS2	uc003neb.2	uc003nec.2	Q9HD23	None	Nothing	Nothing	1	1	0	0	0	0	1	1	1	1	8415T,8409T,8476T,8408T,8326T
57380	MRS2	uc003nea.2	uc003nec.2	Q9HD23-2	None	Nothing	Nothing	1	0	1	0	0	0	1	1	1	1	8342T,8346T
57380	MRS2	uc003neb.2	uc011djn.1	Q9HD23	None	Nothing	Nothing	0	0	0	0	0	0	1	1	1	0	8414T
